Istwert Kraft F_X / N,Istwert Kraft F_Y / N,Istwert Kraft in Stoßrichtung F_Z / N,Istwert Moment M_A / Nm,Istwert Moment M_B  / Nm,Istwert Moment M_C / Nm,Istposition TCP X / mm,Istposition TCP Y / mm,Istposition TCP Z / mm,Istorientierung TCP A / °,Istorientierung TCP B / °,Istorientierung TCP C / °,Sollwert Vorschubgeschw. Soll_v_f / mm/min,Istwert Vorschubgeschwindigkeit v_f / mm/min,Sollwert Drehzahl Soll_n_sp / U/min,Istwert Spindeldrehzahl n_sp / U/min,Istwert Spindeldrehmoment M_sp / Nm,Istwert Spindelstrom I_sp / A,Sollwert Kraft in Stoßrichtung Soll_F_Z / N,Istwert Strom Achse 1 I_a1 / A,Istwert Strom Achse2 I_a2 / A,Istwert Strom Achse3 I_a3 / A,Istwert Strom Achse4 I_a4 / A,Istwert Strom Achse5 I_a5 / A,Istwert Strom Achse6 I_a6 / A,Istwert Moment Achse1 M_a1 / Nm,Istwert Moment Achse2 M_a2 / Nm,Istwert Moment Achse3 M_a3 / Nm,Istwert Moment Achse4 M_a4 / Nm,Istwert Moment Achse5 M_a5 / Nm,Istwert Moment Achse6 M_a6 / Nm
-335.0,1990.0,6698.0,38.332,20.902,-5.261,588.9400248125936,2334.9520248125937,-135.99797518740647,-90.03,-0.23,-1.84,1500,1496.289,0,3199.348,-80390.6,11.215,0,3.152,12.792,16.159,-0.418,8.534,-4.689,-1788.978,7233.736,7635.406,51.916,1171.465,-362.109
-344.0,1972.0,6813.0,51.489,26.135,-7.269,588.6600859156348,2334.9430859156346,-135.98091408436528,-90.04,-0.26,-1.82,1500,1496.289,0,3199.482,-80709.63,11.26,0,2.967,11.378,15.997,-0.46,8.427,-4.507,-1683.923,6434.52,7558.938,57.066,1156.737,-348.043
-439.0,1955.0,6902.0,41.868,-10.605,-4.267,588.388193187035,2334.9351931870347,-135.96080681296505,-90.04,-0.29,-1.8,1500,1496.289,0,3199.31,-81165.37,11.323,0,2.817,13.175,15.995,-0.589,8.784,-4.668,-1599.0,7450.647,7557.67,73.167,1205.698,-360.452
-398.0,1995.0,6643.0,37.58,29.855,-3.948,588.1073467192234,2334.9193467192235,-135.94265328077663,-90.04,-0.32,-1.78,1500,1496.289,0,3200.359,-78780.3,10.99,0,2.943,12.53,16.222,-0.814,8.312,-4.611,-1670.39,7085.926,7665.401,101.049,1140.897,-356.07
-425.0,1922.0,6892.0,65.64,18.404,-6.237,587.8315466048142,2334.898546604814,-135.92745339518586,-90.04,-0.35,-1.76,1500,1496.289,0,3200.607,-80302.49,11.203,0,2.617,11.524,15.676,-0.88,8.766,-4.643,-1485.317,6516.767,7407.128,109.218,1203.342,-358.501
-500.0,1958.0,6870.0,30.126,-0.212,-5.554,587.5617929366068,2334.8787929366067,-135.90620706339323,-90.04,-0.37,-1.74,1500,1496.289,0,3200.931,-78057.18,10.89,0,2.736,13.486,16.173,-1.063,8.7,-4.518,-1553.154,7626.603,7642.024,131.95,1194.178,-348.853
-461.0,1993.0,6685.0,27.35,29.756,-4.005,587.2890858075866,2334.8470858075866,-135.88791419241332,-90.04,-0.4,-1.73,1500,1496.289,0,3200.111,-78087.56,10.894,0,2.532,11.905,15.927,-1.066,8.813,-4.465,-1437.273,6732.498,7525.703,132.305,1209.756,-344.766
-501.0,1900.0,6914.0,73.394,9.204,-4.79,587.0224253109253,2334.8164253109258,-135.87157468907463,-90.04,-0.43,-1.71,1500,1496.289,0,3200.702,-79618.87,11.107,0,2.459,12.172,15.865,-1.114,9.141,-4.698,-1395.657,6883.51,7496.552,138.343,1254.725,-362.772
-530.0,1984.0,6750.0,28.277,21.801,-6.549,586.7478115399808,2334.7778115399806,-135.85118846001916,-90.04,-0.46,-1.69,1500,1496.289,0,3200.55,-76753.74,10.708,0,2.384,13.068,16.124,-1.511,8.565,-4.675,-1353.364,7389.973,7618.647,187.595,1175.654,-360.968
-517.0,2006.0,6766.0,27.033,31.233,-5.98,586.4812445882982,2334.7362445882977,-135.8337554117019,-90.04,-0.49,-1.67,1500,1496.289,0,3199.825,-80068.54,11.17,0,2.353,11.787,16.17,-1.296,9.081,-4.717,-1335.77,6665.925,7640.616,160.897,1246.477,-364.208
-595.0,1921.0,6940.0,61.28,2.034,-4.057,586.2127245496093,2334.688724549609,-135.81627545039063,-90.04,-0.52,-1.65,1500,1496.289,0,3200.436,-78333.66,10.928,0,2.147,12.23,15.978,-1.482,8.968,-4.541,-1218.873,6916.375,7550.065,183.924,1230.964,-350.621
-582.0,1998.0,6649.0,28.23,35.967,-6.276,585.9432515178345,2334.6402515178343,-135.79374848216548,-90.05,-0.55,-1.63,1500,1496.289,0,3199.12,-78120.98,10.898,0,2.215,13.412,16.146,-1.923,8.767,-4.677,-1257.444,7584.468,7629.491,238.681,1203.473,-361.152
-594.0,1971.0,6833.0,45.136,29.336,-7.134,585.6818255870814,2334.5848255870815,-135.77817441291862,-90.05,-0.58,-1.61,1500,1496.289,0,3200.188,-80837.23,11.277,0,2.002,11.22,16.165,-1.813,9.154,-4.684,-1136.487,6345.193,7638.222,225.125,1256.557,-361.667
-676.0,1910.0,6950.0,47.661,0.182,-4.726,585.4134468516464,2334.5274468516463,-135.75855314835363,-90.05,-0.61,-1.59,1500,1496.289,0,3199.577,-78558.5,10.96,0,2.016,13.446,16.14,-1.913,8.961,-4.615,-1144.1,7603.681,7626.393,237.438,1230.113,-356.402
-636.0,1974.0,6651.0,19.874,36.062,-5.067,585.1521154060146,2334.4671154060147,-135.73988459398552,-90.05,-0.63,-1.57,1500,1496.289,0,3198.795,-83198.0,11.607,0,1.891,12.507,16.091,-2.443,9.13,-4.707,-1073.556,7072.949,7603.157,303.265,1253.219,-363.472
-662.0,1884.0,6927.0,66.392,21.502,-6.593,584.8918313448601,2334.39983134486,-135.72216865513994,-90.05,-0.66,-1.55,1500,1496.289,0,3198.681,-81684.92,11.396,0,1.737,11.925,16.311,-2.173,9.202,-4.62,-985.926,6743.959,7707.368,269.819,1263.103,-356.733
-722.0,1911.0,6887.0,31.436,14.666,-6.609,584.6275947630469,2334.3255947630464,-135.70140523695318,-90.05,-0.69,-1.53,1500,1496.289,0,3199.406,-81973.56,11.436,0,1.686,13.273,15.959,-2.283,9.05,-4.649,-956.828,7506.265,7540.912,283.434,1242.288,-359.016
-704.0,1966.0,6709.0,10.21,32.751,-4.841,584.3664057556284,2334.251405755628,-135.68259424437147,-90.05,-0.72,-1.51,1500,1496.289,0,3199.616,-84905.52,11.845,0,1.465,12.617,15.905,-2.565,9.127,-4.613,-831.811,7134.972,7515.282,318.42,1252.892,-356.218
-741.0,1832.0,7034.0,73.201,14.888,-4.996,584.1072644178491,2334.1652644178494,-135.6677355821509,-90.05,-0.75,-1.49,1500,1496.289,0,3199.31,-82711.87,11.539,0,1.447,11.577,16.187,-2.432,9.124,-4.702,-821.323,6546.936,7648.784,301.904,1252.434,-363.067
-775.0,1912.0,6810.0,20.107,30.436,-7.703,583.8521708451432,2334.0821708451435,-135.6428291548567,-90.05,-0.78,-1.47,1500,1496.289,0,3200.092,-83371.18,11.631,0,1.398,13.985,15.981,-2.678,9.064,-4.563,-793.41,7908.907,7551.474,332.508,1244.186,-352.315
-778.0,1949.0,6782.0,8.756,35.013,-6.564,583.5991251331368,2333.998125133137,-135.6258748668632,-90.06,-0.81,-1.46,1500,1496.289,0,3200.817,-81940.14,11.431,0,1.177,11.273,16.222,-2.962,9.208,-4.388,-667.885,6375.025,7665.12,367.73,1263.954,-338.801
-828.0,1798.0,7078.0,66.166,19.046,-4.997,583.3461273776468,2333.9051273776467,-135.60487262235316,-90.06,-0.84,-1.44,1500,1496.289,0,3200.626,-82988.35,11.578,0,1.094,13.213,16.124,-3.111,9.322,-4.614,-621.025,7472.052,7619.07,386.141,1279.598,-356.291
-837.0,1893.0,6729.0,16.964,36.792,-6.391,583.0911776746824,2333.8081776746826,-135.5838223253176,-90.06,-0.87,-1.42,1500,1496.289,0,3199.806,-83535.25,11.654,0,1.234,13.03,16.186,-3.277,8.869,-4.488,-700.366,7368.568,7648.08,406.86,1217.415,-346.534
-840.0,1874.0,6899.0,26.242,40.232,-7.776,582.8362761204447,2333.7082761204447,-135.5647238795553,-90.06,-0.89,-1.4,1500,1496.289,0,3200.798,-81648.46,11.391,0,0.834,11.761,16.113,-3.407,8.9,-4.553,-473.17,6651.093,7613.859,422.902,1221.735,-351.541
-910.0,1786.0,7081.0,45.146,17.218,-5.292,582.5854228113276,2333.6044228113274,-135.5435771886724,-90.06,-0.92,-1.38,1500,1496.289,0,3200.684,-82228.78,11.472,0,0.879,13.329,15.788,-3.566,9.01,-4.369,-498.884,7537.614,7460.078,442.674,1236.79,-337.365
-902.0,1859.0,6714.0,18.405,35.327,-4.836,582.3406178439178,2333.497617843918,-135.52038215608218,-90.06,-0.95,-1.36,1500,1496.289,0,3200.684,-80627.59,11.248,0,0.678,13.212,16.183,-3.887,8.928,-4.51,-384.694,7471.546,7646.531,482.513,1225.466,-348.227
-914.0,1793.0,6978.0,44.948,42.715,-6.796,582.0958613149955,2333.3858613149955,-135.50313868500442,-90.06,-0.98,-1.34,1500,1496.289,0,3200.951,-80931.42,11.291,0,0.569,11.36,16.15,-3.702,9.004,-4.674,-323.116,6423.901,7631.322,459.604,1235.939,-360.931
-1000.0,1769.0,7055.0,25.69,20.398,-5.867,581.8521533215347,2333.272153321535,-135.47884667846523,-90.06,-1.01,-1.32,1500,1496.289,0,3199.844,-81153.22,11.322,0,0.339,14.468,15.769,-4.174,8.971,-4.532,-192.685,8181.773,7451.206,518.149,1231.488,-349.958
-989.0,1827.0,6741.0,11.091,37.524,-4.838,581.6074939607034,2333.154493960704,-135.4585060392965,-90.07,-1.04,-1.3,1500,1496.289,0,3200.15,-80569.86,11.24,0,0.45,12.257,16.315,-4.568,8.567,-4.595,-255.617,6931.207,7709.339,567.046,1175.981,-354.819
-1003.0,1706.0,7066.0,58.05,45.208,-5.668,581.3688833298643,2333.0278833298644,-135.43811667013574,-90.07,-1.07,-1.28,1500,1496.289,0,3199.596,-83313.45,11.623,0,0.196,12.633,15.626,-4.375,8.989,-4.435,-111.483,7144.073,7383.329,543.071,1233.844,-342.446
-1076.0,1732.0,7005.0,10.845,23.513,-7.331,581.1353215265747,2332.9063215265746,-135.41567847342537,-90.07,-1.1,-1.26,1500,1496.289,0,3198.681,-83671.98,11.673,0,0.217,13.724,15.767,-4.756,8.869,-4.525,-122.987,7761.266,7450.361,590.429,1217.415,-349.406
-1051.0,1764.0,6831.0,5.316,42.769,-7.219,580.8998086485874,2332.772808648587,-135.39319135141258,-90.07,-1.12,-1.25,1500,1496.289,0,3198.356,-84534.85,11.793,0,0.055,12.326,16.007,-5.127,8.545,-4.518,-31.127,6970.645,7563.585,636.425,1172.97,-348.89
-1085.0,1636.0,7083.0,54.856,41.916,-4.621,580.6633447938511,2332.6383447938515,-135.37465520614887,-90.07,-1.15,-1.23,1500,1496.289,0,3199.692,-85935.52,11.989,0,-0.066,12.408,15.328,-4.905,8.741,-4.522,37.725,7016.657,7242.644,608.898,1199.873,-349.222
-1134.0,1678.0,6911.0,7.281,33.556,-6.672,580.4279300605104,2332.4969300605103,-135.3470699394896,-90.07,-1.18,-1.21,1500,1496.289,0,3200.436,-83106.85,11.594,0,-0.249,14.585,15.546,-5.241,8.063,-4.518,141.596,8248.178,7345.728,650.573,1106.794,-348.853
-1105.0,1673.0,6950.0,14.222,49.729,-8.774,580.1965645469063,2332.354564546906,-135.32943545309365,-90.07,-1.21,-1.19,1500,1496.289,0,3199.902,-87017.15,12.14,0,-0.328,11.45,15.711,-5.454,8.187,-4.293,186.088,6475.306,7423.604,677.093,1123.813,-331.51
-1172.0,1575.0,7146.0,31.529,37.275,-5.118,579.9752483515769,2332.202248351577,-135.30475164842312,-90.08,-1.24,-1.17,1500,1496.289,0,3199.768,-84671.58,11.812,0,-0.538,13.807,14.93,-5.325,8.426,-4.489,305.522,7807.952,7054.501,660.991,1156.672,-346.644
-1188.0,1620.0,6818.0,9.576,41.168,-5.695,579.7509815732573,2332.0539815732577,-135.27901842674268,-90.08,-1.27,-1.15,1500,1496.289,0,3200.073,-83611.21,11.664,0,-0.409,13.532,15.547,-5.789,7.893,-4.569,231.933,7652.221,7346.292,718.649,1083.427,-352.83
-1169.0,1555.0,7041.0,37.384,58.893,-8.175,579.5337643108805,2331.9027643108802,-135.25823568911946,-90.08,-1.3,-1.13,1500,1496.289,0,3201.904,-83592.98,11.662,0,-0.712,12.274,15.33,-6.041,8.276,-4.648,404.148,6941.15,7243.771,749.905,1136.053,-358.943
-1262.0,1536.0,7134.0,10.408,26.881,-5.506,579.3135966635775,2331.7445966635773,-135.23640333642246,-90.08,-1.33,-1.11,1500,1496.289,0,3201.732,-79242.12,11.055,0,-0.708,13.416,15.155,-6.13,7.788,-4.541,401.949,7586.659,7161.106,761.034,1069.026,-350.658
-1251.0,1572.0,6824.0,1.459,43.729,-5.695,579.0964787306779,2331.582478730678,-135.20952126932224,-90.08,-1.36,-1.09,1500,1496.289,0,3202.019,-80800.77,11.272,0,-0.958,13.397,15.465,-6.392,7.648,-4.429,543.714,7576.209,7307.564,793.533,1049.848,-342.004
-1236.0,1466.0,7084.0,47.742,60.151,-6.419,578.8944106117096,2331.4204106117095,-135.18858938829047,-90.08,-1.39,-1.07,1500,1496.289,0,3201.084,-77695.63,10.839,0,-0.909,12.023,15.176,-6.425,8.341,-4.66,515.97,6799.071,7171.105,797.558,1144.955,-359.826
-1327.0,1501.0,7038.0,1.389,26.236,-6.332,578.6873924064004,2331.2493924064006,-135.1626075935996,-90.08,-1.41,-1.05,1500,1496.289,0,3200.493,-78130.1,10.9,0,-1.1,14.534,15.173,-6.672,7.613,-4.439,624.577,8219.189,7169.415,828.222,1045.069,-342.814
-1306.0,1520.0,6891.0,-1.669,47.999,-7.035,578.4864242146775,2331.080424214678,-135.14057578532248,-90.08,-1.44,-1.04,1500,1496.289,0,3200.226,-80861.54,11.281,0,-0.996,11.962,15.296,-6.961,7.932,-4.564,565.537,6764.521,7227.435,864.096,1088.859,-352.425
-1317.0,1408.0,7141.0,40.34,53.531,-5.136,578.2875061366683,2330.9005061366684,-135.11849386333176,-90.09,-1.47,-1.02,1500,1496.289,0,3198.872,-78898.79,11.007,0,-1.356,13.02,15.083,-6.743,7.872,-4.55,769.726,7362.838,7126.745,837.102,1080.547,-351.32
-1380.0,1456.0,6949.0,-3.392,35.054,-6.292,578.0826382727003,2330.7216382727,-135.09236172729976,-90.09,-1.5,-1.0,1500,1496.289,0,3199.367,-81332.48,11.347,0,-1.348,13.828,15.108,-7.159,7.255,-4.536,765.158,7819.75,7138.574,888.721,995.847,-350.289
-1346.0,1444.0,6949.0,7.238,60.272,-8.974,577.8948207233021,2330.541820723302,-135.06917927669792,-90.09,-1.53,-0.98,1500,1496.289,0,3199.577,-79986.51,11.159,0,-1.348,12.125,15.125,-7.504,7.829,-4.709,764.989,6856.543,7146.601,931.521,1074.721,-363.656
-1390.0,1344.0,7171.0,27.842,43.889,-5.083,577.7020535892036,2330.3540535892034,-135.04794641079636,-90.09,-1.56,-0.96,1500,1496.289,0,3199.768,-80220.45,11.191,0,-1.45,13.099,14.567,-7.297,7.518,-4.441,823.184,7407.332,6883.117,905.888,1031.913,-342.962
-1416.0,1386.0,6886.0,-4.255,40.172,-5.672,577.5103369713364,2330.1633369713363,-135.01966302866364,-90.09,-1.59,-0.94,1500,1496.289,0,3199.692,-81745.69,11.404,0,-1.605,13.952,14.959,-7.562,7.102,-4.555,910.814,7890.199,7068.162,938.743,974.901,-351.725
-1381.0,1330.0,7069.0,23.674,68.645,-8.935,577.3276709708339,2329.9716709708337,-134.9973290291661,-90.09,-1.62,-0.92,1500,1496.289,0,3200.188,-80047.27,11.167,0,-1.645,12.237,14.589,-7.777,7.413,-4.434,933.99,6920.251,6893.679,965.44,1017.512,-342.373
-1458.0,1281.0,7193.0,7.137,33.872,-5.529,577.1390556890321,2329.772055689032,-134.97294431096782,-90.09,-1.65,-0.9,1500,1496.289,0,3199.73,-81256.52,11.336,0,-1.901,13.903,14.59,-7.872,6.824,-4.327,1078.969,7862.053,6894.102,977.28,936.674,-334.124
-1457.0,1311.0,6888.0,-8.211,41.177,-6.073,576.9614912274701,2329.57549122747,-134.94450877252984,-90.1,-1.68,-0.88,1500,1496.289,0,3200.359,-80560.75,11.239,0,-1.698,13.386,14.914,-8.088,6.934,-4.546,963.764,7569.636,7047.179,1004.096,951.795,-351.063
-1423.0,1208.0,7139.0,38.472,69.837,-7.607,576.79297768789,2329.37197768789,-134.92502231210997,-90.1,-1.7,-0.86,1500,1496.289,0,3199.863,-80454.41,11.224,0,-1.953,11.812,14.494,-8.132,7.286,-4.558,1108.574,6679.914,6848.615,1009.542,1000.167,-351.946
-1513.0,1212.0,7150.0,-4.802,27.687,-5.958,576.6195151722376,2329.1615151722376,-134.89548482776232,-90.1,-1.73,-0.84,1500,1496.289,0,3199.768,-81341.59,11.348,0,-2.015,14.753,14.474,-8.105,6.553,-4.557,1143.593,8343.066,6839.18,1006.109,899.561,-351.873
-1494.0,1232.0,6961.0,-10.424,44.489,-7.057,576.4551037826631,2328.954103782663,-134.87189621733697,-90.1,-1.76,-0.82,1500,1496.289,0,3200.073,-80047.27,11.167,0,-1.976,12.297,14.693,-8.506,6.867,-4.396,1121.431,6953.791,6942.686,1055.893,942.565,-339.427
-1475.0,1115.0,7238.0,35.162,63.801,-5.598,576.2897436215206,2328.7467436215206,-134.8452563784794,-90.1,-1.79,-0.81,1500,1496.289,0,3199.558,-82000.91,11.44,0,-2.222,13.127,14.414,-8.516,6.618,-4.21,1260.997,7423.344,6810.874,1057.195,908.463,-325.103
-1549.0,1149.0,7100.0,-12.776,30.75,-5.931,576.1194347913697,2328.53343479137,-134.81856520863022,-90.1,-1.82,-0.79,1500,1496.007,0,3199.902,-80928.38,11.29,0,-2.466,13.827,14.044,-8.796,6.051,-4.46,1399.547,7819.075,6636.25,1092.003,830.636,-344.361
-1508.0,1141.0,7056.0,-4.111,56.596,-8.442,575.9681773949752,2328.3171773949753,-134.79282260502475,-90.1,-1.85,-0.77,1500,1494.862,0,3199.367,-81004.34,11.301,0,-2.186,12.118,14.507,-8.791,6.449,-4.385,1241.035,6852.667,6854.67,1091.293,885.291,-338.58
-1526.0,1026.0,7310.0,23.445,50.393,-4.945,575.8149715353074,2328.0909715353077,-134.7660284646925,-90.11,-1.88,-0.75,1500,1492.615,0,3199.825,-82830.36,11.555,0,-2.576,13.475,13.935,-8.589,6.139,-4.326,1462.31,7620.367,6584.567,1066.253,842.68,-334.051
-1566.0,1063.0,7065.0,-15.853,35.922,-5.732,575.6598173155431,2327.870817315543,-134.73618268445694,-90.11,-1.91,-0.73,1500,1489.03,0,3200.531,-80332.88,11.207,0,-2.468,14.048,14.353,-9.127,5.689,-4.456,1400.732,7944.469,6781.864,1133.027,780.955,-344.066
-1516.0,1017.0,7197.0,8.043,64.944,-9.717,575.5197148390652,2327.646714839065,-134.70928516093483,-90.11,-1.94,-0.71,1500,1483.874,0,3199.749,-82736.17,11.542,0,-2.58,12.285,14.371,-9.35,6.047,-4.242,1464.509,6947.218,6790.595,1160.672,830.047,-327.57
-1573.0,950.0,7362.0,4.192,39.085,-5.58,575.3726642094639,2327.413664209464,-134.68233579053606,-90.11,-1.97,-0.69,1500,1476.912,0,3200.092,-82049.52,11.447,0,-2.614,13.761,13.589,-9.013,5.505,-4.373,1483.964,7781.997,6421.069,1118.879,755.623,-337.659
-1585.0,983.0,7042.0,-14.937,41.659,-6.258,575.2356655305368,2327.183665530537,-134.6493344694632,-90.11,-2.0,-0.67,1500,1467.909,0,3199.196,-81514.77,11.372,0,-2.79,14.018,13.881,-9.399,5.43,-4.316,1583.436,7927.278,6559.219,1166.828,745.347,-333.278
-1529.0,897.0,7317.0,24.679,74.923,-7.869,575.1077189062892,2326.9557189062893,-134.6252810937108,-90.11,-2.02,-0.65,1500,1456.631,0,3200.264,-83122.04,11.596,0,-2.601,11.867,13.638,-9.691,5.797,-4.244,1476.182,6710.925,6444.165,1203.056,795.748,-327.681
-1625.0,892.0,7349.0,-15.178,27.002,-5.38,574.9798244409345,2326.7188244409344,-134.59317555906543,-90.12,-2.05,-0.63,1500,1442.843,0,3200.245,-81022.57,11.303,0,-2.886,14.913,13.49,-9.648,5.268,-4.256,1638.416,8433.235,6374.456,1197.669,723.157,-328.638
-1607.0,913.0,7144.0,-19.042,42.808,-7.163,574.8599822388951,2326.486982238895,-134.56201776110487,-90.12,-2.08,-0.61,1500,1426.311,0,3199.806,-83194.96,11.606,0,-2.859,12.95,13.937,-9.578,5.342,-4.076,1623.022,7323.231,6585.553,1188.968,733.303,-314.719
-1568.0,796.0,7405.0,28.038,64.568,-5.146,574.7461924048022,2326.248192404802,-134.5358075951979,-90.12,-2.11,-0.59,1500,1406.801,0,3199.94,-81062.07,11.309,0,-3.125,12.561,13.624,-9.632,5.452,-4.231,1773.753,7103.455,6437.546,1195.716,748.423,-326.686
-1652.0,828.0,7250.0,-21.423,25.645,-5.46,574.6264550434962,2326.010455043496,-134.5015449565038,-90.12,-2.14,-0.58,1500,1384.078,0,3200.436,-81405.4,11.357,0,-3.118,15.133,13.102,-9.891,4.759,-4.198,1769.862,8557.955,6190.679,1227.86,653.25,-324.146
-1598.0,814.0,7274.0,-12.598,55.31,-8.117,574.517770260028,2325.770770260028,-134.475229739972,-90.12,-2.17,-0.56,1500,1357.906,0,3199.768,-83438.02,11.64,0,-3.073,12.042,13.36,-10.021,4.939,-4.205,1744.486,6810.026,6312.916,1244.021,677.993,-324.735
-1597.0,698.0,7518.0,12.9,53.275,-4.824,574.4191381596584,2325.533138159658,-134.44486184034164,-90.12,-2.2,-0.54,1500,1328.053,0,3199.768,-81375.02,11.352,0,-3.327,13.926,13.271,-9.576,4.937,-4.049,1888.62,7875.536,6270.668,1188.731,677.731,-312.694
-1650.0,739.0,7225.0,-23.978,30.618,-5.655,574.3205588478589,2325.293558847859,-134.40944115214103,-90.12,-2.22,-0.52,1500,1294.565,0,3199.997,-82635.91,11.528,0,-3.276,14.648,13.09,-9.816,4.398,-3.964,1859.522,8283.74,6185.328,1218.507,603.766,-306.066
-1575.0,691.0,7396.0,4.465,67.62,-9.441,574.2260324303127,2325.061032430313,-134.3829675696874,-90.13,-2.25,-0.5,1500,1257.907,0,3200.035,-81171.45,11.324,0,-3.381,11.959,12.801,-10.06,4.554,-3.904,1919.408,6762.835,6048.868,1248.815,625.17,-301.426
-1621.0,623.0,7548.0,-6.302,36.905,-4.652,574.1445590129138,2324.830559012914,-134.35044098708636,-90.13,-2.28,-0.49,1500,1220.103,0,3200.836,-81678.84,11.395,0,-3.725,14.748,12.667,-9.84,4.516,-4.01,2114.293,8339.864,5985.356,1221.585,619.933,-309.638
-1635.0,654.0,7236.0,-25.566,28.127,-5.989,574.0611387017685,2324.6081387017684,-134.31686129823157,-90.13,-2.3,-0.47,1500,1183.467,0,3199.539,-82587.3,11.522,0,-3.378,14.105,12.767,-10.207,4.099,-3.89,1917.717,7976.492,6032.673,1267.048,562.594,-300.395
-1547.0,567.0,7504.0,19.488,73.458,-8.102,573.9827716031958,2324.3747716031958,-134.29022839680422,-90.13,-2.33,-0.45,1500,1148.402,0,3200.13,-81733.53,11.402,0,-3.564,12.216,12.143,-9.789,3.87,-3.792,2022.941,6908.117,5737.645,1215.192,531.175,-292.81
-1627.0,549.0,7539.0,-22.137,22.485,-4.858,573.9184578237273,2324.1514578237275,-134.25154217627272,-90.13,-2.36,-0.44,1500,1115.143,0,3199.959,-83182.8,11.605,0,-3.616,15.495,12.083,-9.367,3.871,-3.812,2052.715,8762.73,5709.479,1162.862,531.371,-294.393
-1601.0,559.0,7303.0,-25.571,29.277,-7.186,573.8601974701079,2323.944197470108,-134.21780252989208,-90.13,-2.38,-0.42,1500,1083.925,0,3199.692,-82183.2,11.465,0,-3.639,13.527,12.356,-10.005,3.925,-3.71,2065.572,7649.693,5838.193,1242.067,538.833,-286.477
-1513.0,449.0,7577.0,20.68,66.412,-5.756,573.8019906492963,2323.7409906492962,-134.18800935070377,-90.13,-2.4,-0.4,1500,1054.982,0,3200.188,-82793.91,11.55,0,-3.641,12.437,11.977,-9.772,3.762,-3.577,2066.756,7033.342,5659.345,1213.12,516.447,-276.24
-1599.0,472.0,7478.0,-33.307,13.7,-5.216,573.7458374684651,2323.536837468465,-134.14816253153492,-90.13,-2.43,-0.39,1500,1028.548,0,3199.482,-82799.98,11.551,0,-3.561,15.411,11.848,-9.696,3.183,-3.79,2021.588,8715.202,5598.227,1203.648,436.984,-292.626
-1537.0,465.0,7419.0,-20.18,36.887,-8.266,573.7017380350018,2323.3467380350016,-134.11426196499832,-90.14,-2.45,-0.37,1500,1004.859,0,3200.397,-81435.78,11.361,0,-3.451,13.019,11.966,-9.809,3.413,-3.695,1958.994,7362.164,5654.276,1217.678,468.534,-285.298
-1488.0,364.0,7625.0,9.112,48.201,-4.757,573.6596924565084,2323.1606924565085,-134.0793075434916,-90.14,-2.47,-0.36,1500,984.148,0,3200.054,-83267.88,11.617,0,-3.63,13.7,11.982,-9.742,3.361,-3.494,2060.497,7747.446,5661.599,1209.39,461.333,-269.796
-1541.0,397.0,7399.0,-30.982,18.479,-5.333,573.618700840803,2322.9747008408026,-134.04129915919708,-90.14,-2.49,-0.35,1500,967.712,0,3200.168,-81362.86,11.351,0,-4.06,14.436,11.576,-9.529,2.841,-3.599,2304.44,8163.908,5469.794,1182.989,389.986,-277.934
-1470.0,374.0,7488.0,-10.716,47.216,-8.535,573.5827632959188,2322.787763295919,-134.0042367040812,-90.14,-2.51,-0.33,1500,959.141,0,3200.111,-80916.23,11.288,0,-4.447,12.863,12.052,-9.857,2.64,-3.456,2524.193,7274.186,5694.552,1223.716,362.364,-266.887
-1482.0,304.0,7643.0,-7.85,26.703,-4.095,573.559879930106,2322.581879930106,-133.96512006989406,-90.14,-2.53,-0.32,1500,958.201,0,3200.531,-82031.29,11.444,0,-3.995,14.617,11.396,-9.528,2.601,-3.198,2267.561,8265.875,5384.595,1182.87,357.062,-246.93
-1519.0,321.0,7362.0,-31.419,14.175,-5.714,573.539050851831,2322.388050851831,-133.92794914816906,-90.14,-2.55,-0.31,1500,963.824,0,3200.931,-79631.02,11.109,0,-3.766,13.325,11.807,-9.296,2.396,-2.966,2137.469,7535.422,5579.075,1154.041,328.851,-229.071
-1433.0,272.0,7522.0,2.668,55.958,-7.782,573.5192761697774,2322.2132761697776,-133.89172383022256,-90.14,-2.57,-0.3,1500,975.771,0,3199.787,-82271.31,11.478,0,-4.344,12.083,11.697,-9.375,2.488,-3.027,2465.66,6832.948,5527.251,1163.868,341.549,-233.71
-1487.0,251.0,7569.0,-22.817,16.306,-4.923,573.4975559928469,2322.0425559928467,-133.84844400715323,-90.15,-2.58,-0.28,1500,992.206,0,3200.15,-80679.24,11.255,0,-4.431,14.847,11.247,-9.091,2.117,-2.957,2515.058,8396.325,5314.605,1128.528,290.624,-228.371
-1483.0,259.0,7338.0,-31.284,19.348,-6.194,573.4768904301584,2321.8648904301585,-133.80710956984169,-90.15,-2.6,-0.27,1500,1011.025,0,3199.883,-80372.37,11.213,0,-4.244,13.239,11.969,-8.995,1.601,-2.77,2408.819,7486.883,5655.543,1116.629,219.736,-213.9
-1389.0,194.0,7547.0,10.191,56.497,-6.618,573.4492795910497,2321.7052795910495,-133.7717204089502,-90.15,-2.61,-0.26,1500,1032.017,0,3199.825,-82383.73,11.493,0,-4.318,12.492,11.617,-9.721,1.633,-2.508,2451.281,7064.354,5489.088,1206.786,224.121,-193.648
