Istwert Kraft F_X / N,Istwert Kraft F_Y / N,Istwert Kraft in Stoßrichtung F_Z / N,Istwert Moment M_A / Nm,Istwert Moment M_B  / Nm,Istwert Moment M_C / Nm,Istposition TCP X / mm,Istposition TCP Y / mm,Istposition TCP Z / mm,Istorientierung TCP A / °,Istorientierung TCP B / °,Istorientierung TCP C / °,Sollwert Vorschubgeschw. Soll_v_f / mm/min,Istwert Vorschubgeschwindigkeit v_f / mm/min,Sollwert Drehzahl Soll_n_sp / U/min,Istwert Spindeldrehzahl n_sp / U/min,Istwert Spindeldrehmoment M_sp / Nm,Istwert Spindelstrom I_sp / A,Sollwert Kraft in Stoßrichtung Soll_F_Z / N,Istwert Strom Achse 1 I_a1 / A,Istwert Strom Achse2 I_a2 / A,Istwert Strom Achse3 I_a3 / A,Istwert Strom Achse4 I_a4 / A,Istwert Strom Achse5 I_a5 / A,Istwert Strom Achse6 I_a6 / A,Istwert Moment Achse1 M_a1 / Nm,Istwert Moment Achse2 M_a2 / Nm,Istwert Moment Achse3 M_a3 / Nm,Istwert Moment Achse4 M_a4 / Nm,Istwert Moment Achse5 M_a5 / Nm,Istwert Moment Achse6 M_a6 / Nm
-inf,-inf,-inf,-inf,-inf,-inf,571.6185550929429,2285.403555092943,-134.97744490705713,-90.01,-0.01,-3.0,1000,0.0,0,1372.452,226864.4,-31.649,0,-1.342,-2.045,-6.976,-0.972,0.2,-5.312,761.944,-1156.521,-3296.297,120.643,27.491,-410.162
-inf,-inf,-inf,-inf,-inf,-inf,571.6249926385285,2285.409992638529,-134.97100736147152,-90.01,-0.01,-3.0,1000,0.0,0,1275.196,224731.5,-31.352,0,-1.345,-2.006,-7.025,-0.971,0.156,-5.3,763.297,-1134.443,-3319.252,120.584,21.47,-409.279
-inf,-inf,-inf,-inf,-inf,-inf,571.633443072089,2285.4154430720887,-134.96355692791104,-90.01,-0.01,-3.0,1000,0.0,0,1179.543,223853.4,-31.229,0,-1.309,-2.048,-7.017,-0.977,0.139,-5.302,742.828,-1158.207,-3315.59,121.294,19.113,-409.426
-inf,-inf,-inf,-inf,-inf,-inf,571.640906419426,2285.420906419426,-134.95709358057397,-90.01,-0.01,-3.0,1000,0.0,0,1084.118,223731.9,-31.212,0,-1.188,-2.006,-7.017,-0.976,0.133,-5.311,674.144,-1134.443,-3315.59,121.176,18.262,-410.089
-inf,-inf,-inf,-inf,-inf,-inf,571.6493827063931,2285.425382706393,-134.9506172936069,-90.01,-0.01,-3.0,1000,0.0,0,989.265,223768.4,-31.217,0,-1.126,-2.028,-7.044,-0.959,0.106,-5.307,639.126,-1146.915,-3328.265,119.045,14.597,-409.794
-inf,-inf,-inf,-inf,-inf,-inf,571.6578719588953,2285.4328719588952,-134.9441280411047,-90.01,-0.01,-3.0,1000,0.0,0,894.718,223886.9,-31.234,0,-1.23,-2.036,-6.978,-0.958,0.084,-5.304,697.997,-1151.465,-3297.424,118.926,11.586,-409.573
-inf,-inf,-inf,-inf,-inf,-inf,571.6653742028897,2285.4393742028897,-134.93662579711034,-90.01,-0.01,-3.0,1000,0.0,0,799.961,224932.0,-31.38,0,-1.29,-2.026,-7.049,-0.983,0.065,-5.32,732.508,-1145.735,-3330.8,122.064,8.902,-410.825
-inf,-inf,-inf,-inf,-inf,-inf,571.6728894643852,2285.4448894643856,-134.9301105356148,-90.01,-0.01,-3.0,1000,0.0,0,703.678,226484.6,-31.596,0,-1.188,-2.017,-7.076,-0.99,0.036,-5.329,674.144,-1140.679,-3343.615,122.952,4.975,-411.525
-inf,-inf,-inf,-inf,-inf,-inf,571.6814177694429,2285.451417769443,-134.9235822305571,-90.01,-0.01,-3.0,1000,0.0,0,609.283,227362.7,-31.719,0,-1.275,-2.017,-7.078,-1.003,0.005,-5.322,723.711,-1140.847,-3344.319,124.55,0.72,-410.972
-inf,-inf,-inf,-inf,-inf,-inf,571.688959144176,2285.457959144176,-134.91704085582393,-90.01,-0.01,-3.0,1000,0.0,0,511.913,227994.7,-31.807,0,-1.249,-2.048,-7.108,-1.003,0.0,-5.324,709.163,-1158.038,-3358.824,124.55,0.065,-411.12
-inf,-inf,-inf,-inf,-inf,-inf,571.6965136147502,2285.4635136147504,-134.9104863852498,-90.01,-0.01,-3.0,1000,0.0,0,416.374,223710.6,-31.209,0,-1.238,-2.021,-7.079,-0.999,-0.011,-5.324,702.903,-1142.87,-3344.882,123.958,-1.505,-411.12
-inf,-inf,-inf,-inf,-inf,-inf,571.7040812073832,2285.470081207383,-134.90391879261688,-90.01,-0.01,-3.0,1000,0.0,0,322.189,208342.9,-29.065,0,-1.296,-2.027,-7.098,-0.999,-0.024,-5.32,735.892,-1146.072,-3353.895,124.076,-3.273,-410.788
-inf,-inf,-inf,-inf,-inf,-inf,571.7116619483453,2285.4776619483455,-134.89633805165474,-90.01,-0.01,-3.0,1000,0.0,0,233.135,182301.5,-25.433,0,-1.313,-1.991,-7.114,-1.003,-0.046,-5.315,745.534,-1126.184,-3361.499,124.491,-6.349,-410.457
-inf,-inf,-inf,-inf,-inf,-inf,571.7192558639596,2285.48425586396,-134.8897441360404,-90.01,-0.01,-3.0,1000,0.0,0,154.591,146270.2,-20.406,0,-1.334,-2.005,-7.101,-1.015,-0.072,-5.315,757.207,-1133.937,-3355.303,125.971,-9.949,-410.42
-inf,-inf,-inf,-inf,-inf,-inf,571.7278629806018,2285.490862980602,-134.88313701939822,-90.01,-0.01,-3.0,1000,0.0,0,90.122,107610.8,-15.013,0,-1.333,-2.003,-7.11,-1.023,-0.106,-5.32,756.53,-1132.589,-3359.669,127.036,-14.597,-410.825
-inf,-inf,-inf,-inf,-inf,-inf,571.7354833247003,2285.4974833247006,-134.87651667529968,-90.01,-0.01,-3.0,1000,0.0,0,42.133,71944.1,-10.037,0,-1.325,-1.995,-7.103,-1.022,-0.121,-5.31,751.963,-1128.375,-3356.43,126.859,-16.56,-410.052
-inf,-inf,-inf,-inf,-inf,-inf,571.7431169227366,2285.5041169227366,-134.86988307726344,-90.01,-0.01,-3.0,1000,0.0,0,8.736,39172.91,-5.465,0,-1.318,-2.015,-7.138,-1.035,-0.135,-5.315,748.41,-1139.667,-3372.765,128.516,-18.589,-410.42
-inf,-inf,-inf,-inf,-inf,-inf,571.7517638012448,2285.510763801245,-134.8632361987551,-90.01,-0.01,-3.0,1000,0.0,0,-11.425,12119.81,-1.691,0,-1.321,-2.027,-7.142,-1.039,-0.132,-5.313,750.102,-1146.409,-3374.878,128.931,-18.131,-410.273
-inf,-inf,-inf,-inf,-inf,-inf,571.759423986813,2285.517423986813,-134.8565760131871,-90.01,-0.01,-3.0,1000,0.0,0,-18.311,-6577.938,0.918,0,-1.313,-2.053,-7.122,-1.056,-0.162,-5.328,745.027,-1160.735,-3365.302,131.121,-22.255,-411.414
-inf,-inf,-inf,-inf,-inf,-inf,571.7670975060813,2285.5240975060815,-134.8489024939187,-90.01,-0.01,-3.0,1000,0.0,0,-15.507,-22383.22,3.123,0,-1.331,-2.027,-7.185,-1.059,-0.168,-5.306,755.515,-1146.24,-3394.875,131.476,-23.106,-409.757
-inf,-inf,-inf,-inf,-inf,-inf,571.7747843857442,2285.5307843857445,-134.84221561425585,-90.01,-0.01,-3.0,1000,0.0,0,-6.924,-27493.65,3.836,0,-1.316,-2.038,-7.165,-1.06,-0.163,-5.279,747.057,-1152.645,-3385.581,131.535,-22.386,-407.622
-inf,-inf,-inf,-inf,-inf,-inf,628.920484652549,2299.323484652549,-133.767515347451,-90.0,0.0,0.0,1500,0.0,0,2416.038,-96405.52,13.449,0,-0.189,0.42,-3.106,-1.168,1.039,4.248,107.254,237.641,-1467.54,145.032,142.563,328.012
-inf,-inf,-inf,-inf,-inf,-inf,628.926198333297,2299.3301983332967,-133.76080166670303,-90.0,0.0,0.0,1500,0.0,0,2448.902,-83596.02,11.662,0,-0.169,0.429,-3.099,-1.176,1.023,4.26,96.089,242.529,-1464.442,145.979,140.403,328.933
-inf,-inf,-inf,-inf,-inf,-inf,628.9329254548428,2299.3369254548425,-133.75407454515727,-90.0,0.0,0.0,1500,0.0,0,2476.501,-66842.78,9.325,0,-0.187,0.398,-3.066,-1.165,1.039,4.251,106.239,225.001,-1448.67,144.677,142.563,328.233
-inf,-inf,-inf,-inf,-inf,-inf,628.9386660440948,2299.343666044095,-133.7463339559052,-90.0,0.0,0.0,1500,0.0,0,2498.073,-51028.39,7.119,0,-0.149,0.439,-3.061,-1.166,1.05,4.273,84.585,248.091,-1446.557,144.736,144.134,329.964
-inf,-inf,-inf,-inf,-inf,-inf,628.9454201280156,2299.3504201280152,-133.74057987198444,-90.0,0.0,0.0,1500,0.0,0,2512.913,-37890.74,5.286,0,-0.171,0.38,-3.066,-1.166,1.05,4.278,96.935,214.888,-1448.67,144.736,144.134,330.369
-inf,-inf,-inf,-inf,-inf,-inf,628.9521877336214,2299.3571877336212,-133.73381226637866,-90.0,0.0,0.0,1500,0.0,0,2522.717,-24883.75,3.471,0,-0.173,0.407,-3.073,-1.173,1.05,4.269,97.95,229.889,-1452.19,145.624,144.134,329.632
-inf,-inf,-inf,-inf,-inf,-inf,628.9579688879825,2299.362968887983,-133.72703111201744,-90.0,0.0,0.0,1500,0.0,0,2526.798,-15689.82,2.189,0,-0.177,0.415,-3.077,-1.18,1.05,4.269,100.318,234.945,-1453.739,146.453,144.069,329.632
-inf,-inf,-inf,-inf,-inf,-inf,628.9647636182239,2299.3697636182237,-133.72023638177615,-90.0,0.0,0.0,1500,0.0,0,2526.97,-7732.495,1.079,0,-0.159,0.372,-3.078,-1.162,1.051,4.279,90.337,210.506,-1454.443,144.203,144.199,330.442
-inf,-inf,-inf,-inf,-inf,-inf,628.9715719515241,2299.376571951524,-133.71342804847586,-90.0,0.0,0.0,1500,0.0,0,2523.956,-3661.162,0.511,0,-0.177,0.423,-3.063,-1.18,1.047,4.274,100.656,239.158,-1447.121,146.512,143.741,330.074
-inf,-inf,-inf,-inf,-inf,-inf,628.9773939151167,2299.383393915117,-133.7066060848832,-90.0,0.0,0.0,1500,0.0,0,2519.341,-5894.318,0.822,0,-0.169,0.393,-3.065,-1.169,1.066,4.295,95.751,222.136,-1448.247,145.091,146.294,331.694
-inf,-inf,-inf,-inf,-inf,-inf,628.9842295362897,2299.3902295362896,-133.69977046371034,-90.0,0.0,0.0,1500,0.0,0,2514.4,-8941.741,1.247,0,-0.163,0.424,-3.083,-1.163,1.045,4.273,92.536,239.495,-1456.838,144.381,143.414,329.927
-inf,-inf,-inf,-inf,-inf,-inf,628.9910788423853,2299.3970788423853,-133.69292115761476,-90.0,0.0,0.0,1500,0.0,0,2511.292,-15908.58,2.219,0,-0.165,0.393,-3.073,-1.177,1.071,4.3,93.89,222.304,-1451.909,146.098,147.014,332.026
-inf,-inf,-inf,-inf,-inf,-inf,628.9969418608008,2299.403941860801,-133.68605813919925,-90.0,0.0,0.0,1500,0.0,0,2510.071,-19979.92,2.787,0,-0.163,0.36,-3.07,-1.181,1.071,4.277,92.705,203.765,-1450.5,146.571,147.014,330.258
-inf,-inf,-inf,-inf,-inf,-inf,629.0038186189884,2299.409818618988,-133.67918138101172,-90.0,0.0,0.0,1500,0.0,0,2511.311,-22501.71,3.139,0,-0.142,0.394,-3.07,-1.18,1.069,4.296,80.356,222.81,-1450.5,146.512,146.687,331.768
0.0,0.0,0.0,0.0,0.0,0.0,629.009709144455,2299.4167091444547,-133.6722908555451,-90.0,0.0,0.0,1500,0.0,0,2513.275,-23890.22,3.333,0,-0.147,0.405,-3.1,-1.177,1.058,4.286,83.232,229.046,-1464.583,146.157,145.181,330.958
7.0,6.0,6.0,-1.0,2.252,0.384,629.0166134647627,2299.4236134647626,-133.66538653523733,-90.0,0.0,0.0,1500,6.166,0,2516.06,-21432.23,2.99,0,-0.132,0.414,-3.059,-1.181,1.081,4.306,74.773,233.934,-1445.29,146.571,148.454,332.541
0.0,3.0,16.0,-0.295,0.027,0.489,629.023531607529,2299.430531607529,-133.6584683924711,-90.0,0.0,0.0,1500,0.0,0,2517.948,-20098.41,2.804,0,-0.144,0.392,-3.054,-1.174,1.084,4.316,81.709,221.63,-1443.037,145.742,148.847,333.241
7.0,7.0,19.0,-0.53,2.258,0.873,629.0304636004263,2299.437463600426,-133.65153639957379,-90.0,0.0,0.0,1500,0.0,0,2519.474,-16886.92,2.356,0,-0.119,0.407,-3.07,-1.171,1.088,4.321,67.499,230.394,-1450.782,145.328,149.37,333.683
1.0,2.0,21.0,0.311,0.187,0.917,629.0364094711824,2299.443409471183,-133.64459052881747,-90.0,0.0,0.0,1500,0.0,0,2519.493,-14829.98,2.069,0,-0.125,0.383,-2.988,-1.174,1.081,4.321,70.882,216.574,-1411.914,145.683,148.323,333.646
3.0,5.0,12.0,-0.367,1.281,1.211,629.0433692475813,2299.4503692475814,-133.63763075241863,-90.0,0.0,0.0,1500,0.0,0,2519.264,-14738.83,2.056,0,-0.107,0.505,-2.985,-1.186,1.076,4.319,60.563,285.338,-1410.365,147.282,147.669,333.535
-5.0,0.0,6.0,0.373,-1.778,0.966,629.0503429574618,2299.457342957462,-133.63165704253817,-90.0,0.0,0.0,1500,0.0,0,2518.177,-13793.92,1.924,0,-0.089,0.598,-2.95,-1.189,1.061,4.318,50.582,338.428,-1394.029,147.637,145.705,333.462
-2.0,2.0,0.0,0.162,-0.202,1.101,629.0563306287188,2299.464330628719,-133.6256693712812,-90.0,0.0,0.0,1500,0.0,0,2517.548,-15559.18,2.171,0,-0.103,0.686,-2.861,-1.185,1.034,4.337,58.364,388.148,-1352.063,147.104,141.974,334.935
-2.0,0.0,2.0,0.448,-0.891,0.745,629.061332289303,2299.471332289303,-133.62266771069707,-90.0,0.0,0.0,1500,0.0,0,2516.766,-15948.08,2.225,0,-0.086,0.818,-2.867,-1.192,0.975,4.337,48.721,462.811,-1354.88,147.992,133.792,334.898
5.0,5.0,6.0,-0.627,2.015,0.808,629.0663479672208,2299.477347967221,-133.6186520327791,-90.0,0.0,0.0,1500,0.0,0,2516.88,-16473.71,2.298,0,-0.097,1.249,-2.79,-1.179,0.896,4.338,55.15,706.52,-1318.406,146.334,122.992,335.008
4.0,4.0,16.0,-0.402,0.978,0.554,629.0703776905355,2299.4833776905357,-133.6166223094646,-90.0,0.0,0.0,1500,0.0,0,2516.899,-18011.09,2.513,0,-0.084,1.399,-2.717,-1.183,0.796,4.335,47.875,791.127,-1283.763,146.808,109.311,334.714
7.0,9.0,20.0,-1.866,2.72,0.65,629.0744214873654,2299.4894214873652,-133.6145785126346,-90.0,0.0,0.0,1500,0.0,0,2517.586,-16725.89,2.333,0,-0.087,1.521,-2.573,-1.182,0.673,4.341,49.229,860.06,-1215.604,146.749,92.424,335.192
4.0,3.0,21.0,0.014,0.995,0.758,629.0774793858859,2299.495479385886,-133.615520614114,-90.0,0.0,0.0,1500,0.0,0,2517.834,-17868.29,2.493,0,-0.075,1.774,-2.443,-1.184,0.541,4.347,42.293,1003.319,-1154.204,147.045,74.292,335.708
3.0,7.0,13.0,-1.1,1.482,0.863,629.0795514143289,2299.5005514143286,-133.61744858567113,-90.0,0.0,0.0,1500,0.0,0,2518.406,-16795.77,2.343,0,-0.085,1.889,-2.348,-1.18,0.389,4.354,48.383,1068.038,-1109.703,146.453,53.412,336.223
-2.0,3.0,9.0,-0.346,-0.902,0.787,629.0806376009821,2299.505637600982,-133.6223623990179,-90.0,0.0,0.0,1500,0.0,0,2518.292,-16604.36,2.316,0,-0.062,2.022,-2.303,-1.194,0.188,4.34,35.018,1143.544,-1088.298,148.229,25.855,335.119
-2.0,5.0,3.0,-0.758,0.046,0.935,629.0807379741906,2299.5117379741905,-133.62926202580948,-90.0,0.0,0.0,1500,0.0,0,2518.787,-17117.83,2.388,0,-0.076,1.925,-2.334,-1.198,0.033,4.342,43.138,1088.6,-1102.662,148.702,4.582,335.266
-4.0,0.0,4.0,0.267,-1.36,0.908,629.0788525623556,2299.5158525623556,-133.6371474376445,-90.0,0.0,0.0,1500,0.0,0,2519.093,-15218.89,2.123,0,-0.058,1.898,-2.338,-1.196,-0.102,4.35,32.988,1073.094,-1104.774,148.466,-13.942,335.929
2.0,5.0,3.0,-0.752,1.087,1.164,629.0789813939355,2299.5209813939355,-133.64701860606448,-90.0,0.0,0.0,1500,0.0,0,2519.188,-15616.91,2.179,0,-0.051,1.792,-2.361,-1.198,-0.306,4.363,28.759,1013.599,-1115.477,148.702,-41.957,336.923
5.0,3.0,12.0,-0.344,1.187,0.819,629.0821244974459,2299.527124497446,-133.65687550255413,-90.0,0.0,-0.01,1500,0.0,0,2519.245,-14696.3,2.05,0,-0.065,1.769,-2.319,-1.195,-0.372,4.375,36.879,1000.285,-1095.761,148.347,-51.056,337.807
8.0,9.0,16.0,-1.515,2.782,0.829,629.085281901459,2299.533281901459,-133.667718098541,-90.0,0.0,-0.01,1500,0.0,0,2519.188,-14270.93,1.991,0,-0.032,1.792,-2.319,-1.199,-0.445,4.365,18.27,1013.599,-1095.761,148.88,-61.136,337.033
4.0,4.0,21.0,-0.127,0.879,0.656,629.0924536346046,2299.5404536346045,-133.67754636539553,-90.0,0.0,-0.01,1500,0.0,0,2518.787,-15559.18,2.171,0,-0.041,1.839,-2.237,-1.208,-0.434,4.374,23.176,1040.229,-1057.035,149.945,-59.565,337.77
1.0,6.0,15.0,-0.845,0.891,0.962,629.1006397255693,2299.5486397255695,-133.68736027443072,-90.0,0.0,-0.01,1500,0.0,0,2518.902,-14428.93,2.013,0,-0.018,1.837,-2.176,-1.201,-0.44,4.389,10.15,1038.712,-1028.165,149.117,-60.35,338.911
-4.0,-1.0,7.0,0.377,-1.045,0.97,629.1068402030978,2299.555840203098,-133.6991597969022,-90.0,0.0,-0.01,1500,0.0,0,2518.787,-15747.55,2.197,0,-0.031,1.853,-2.185,-1.192,-0.505,4.379,17.763,1047.645,-1032.531,147.933,-69.252,338.175
-1.0,0.0,-2.0,-0.114,0.457,0.822,629.1100550959919,2299.562055095992,-133.70994490400807,-90.0,0.0,-0.01,1500,0.0,0,2518.94,-15054.82,2.1,0,-0.01,1.795,-2.21,-1.19,-0.731,4.377,5.921,1014.948,-1044.219,147.755,-100.344,337.991
2.0,-3.0,1.0,0.77,0.065,0.517,629.1132844331113,2299.567284433111,-133.72071556688877,-90.0,0.0,-0.01,1500,0.0,0,2518.825,-14872.52,2.075,0,-0.021,1.84,-2.24,-1.184,-0.831,4.387,12.18,1040.734,-1058.443,147.045,-114.09,338.764
2.0,4.0,1.0,-0.634,1.043,0.66,629.1165282433731,2299.573528243373,-133.7314717566269,-90.0,0.0,-0.01,1500,0.0,0,2519.321,-15765.78,2.199,0,0.006,1.891,-2.23,-1.198,-0.969,4.388,-3.214,1069.386,-1053.936,148.762,-133.072,338.801
-1.0,1.0,10.0,0.383,-0.501,0.668,629.1187865557528,2299.579786555753,-133.7422134442472,-90.0,0.0,-0.01,1500,0.0,0,2519.15,-14474.5,2.019,0,0.011,2.002,-2.254,-1.214,-1.134,4.392,-6.428,1131.915,-1064.921,150.715,-155.654,339.169
-1.0,6.0,14.0,-1.076,0.521,1.123,629.1210593992836,2299.5860593992834,-133.75294060071644,-90.0,0.0,-0.01,1500,0.0,0,2519.398,-15665.52,2.185,0,0.013,2.169,-2.251,-1.209,-1.287,4.389,-7.105,1226.465,-1063.512,150.064,-176.6,338.948
3.0,2.0,19.0,0.227,0.638,0.92,629.1233468030567,2299.592346803057,-133.76265319694323,-90.0,0.0,-0.01,1500,0.0,0,2519.054,-14726.68,2.054,0,0.021,2.309,-2.254,-1.203,-1.443,4.398,-11.842,1305.511,-1064.921,149.294,-198.135,339.648
6.0,5.0,14.0,-0.976,2.431,1.096,629.1266487962221,2299.598648796222,-133.77335120377793,-90.0,0.0,-0.01,1500,0.0,0,2519.646,-14577.8,2.034,0,0.041,2.339,-2.284,-1.196,-1.541,4.402,-23.176,1322.87,-1079.426,148.525,-211.554,339.906
6.0,0.0,11.0,0.322,1.379,0.723,629.1299654079874,2299.6049654079875,-133.7850345920126,-90.0,0.0,-0.01,1500,0.0,0,2519.207,-15692.86,2.189,0,0.021,2.325,-2.334,-1.209,-1.623,4.386,-12.18,1314.612,-1102.944,150.064,-222.747,338.69
1.0,3.0,2.0,-0.686,1.167,0.759,629.1362966676193,2299.611296667619,-133.79670333238076,-90.0,0.0,-0.01,1500,0.0,0,2519.417,-14678.07,2.048,0,0.043,2.247,-2.376,-1.205,-1.657,4.397,-24.191,1270.792,-1122.659,149.59,-227.459,339.537
0.0,-1.0,3.0,0.664,-0.258,0.768,629.1436426044427,2299.619642604443,-133.80735739555735,-90.0,0.0,-0.01,1500,0.0,0,2519.417,-15929.85,2.222,0,0.044,2.157,-2.377,-1.222,-1.641,4.396,-24.868,1219.892,-1122.941,151.662,-225.299,339.427
-1.0,4.0,-1.0,-0.934,0.618,0.815,629.1520032478413,2299.6270032478415,-133.8189967521586,-90.0,0.0,-0.01,1500,0.0,0,2519.55,-15395.11,2.148,0,0.038,2.196,-2.317,-1.211,-1.645,4.412,-21.823,1241.634,-1094.776,150.301,-225.823,340.716
4.0,-1.0,8.0,0.945,0.613,0.718,629.162378627258,2299.635378627258,-133.82862137274196,-90.0,0.0,-0.01,1500,0.0,0,2519.493,-15112.55,2.108,0,0.057,2.332,-2.34,-1.224,-1.608,4.402,-32.312,1318.657,-1105.901,151.899,-220.783,339.906
2.0,4.0,8.0,-0.519,1.383,0.781,629.1737687721941,2299.643768772194,-133.8382312278059,-90.0,0.0,-0.01,1500,0.0,0,2519.588,-16349.14,2.281,0,0.032,2.473,-2.279,-1.199,-1.561,4.41,-17.932,1398.376,-1076.75,148.88,-214.237,340.532
3.0,0.0,17.0,0.737,0.63,0.698,629.1851737122103,2299.6531737122104,-133.84882628778982,-90.0,0.0,-0.01,1500,0.0,0,2519.703,-14714.53,2.053,0,0.061,2.588,-2.233,-1.222,-1.496,4.403,-34.849,1463.264,-1054.922,151.662,-205.335,339.979
-1.0,7.0,14.0,-1.415,0.832,0.818,629.1965934769261,2299.661593476926,-133.8584065230739,-90.0,0.0,-0.01,1500,0.0,0,2519.665,-16607.39,2.317,0,0.025,2.679,-2.258,-1.224,-1.472,4.42,-14.379,1515.006,-1066.892,151.899,-202.062,341.342
4.0,2.0,16.0,0.351,0.884,0.657,629.2080280960208,2299.670028096021,-133.86997190397918,-90.0,0.0,-0.01,1500,0.0,0,2519.569,-15389.03,2.147,0,0.045,2.652,-2.268,-1.215,-1.423,4.431,-25.376,1499.837,-1071.821,150.893,-195.386,342.152
3.0,8.0,5.0,-1.573,1.478,0.92,629.2174775992329,2299.678477599233,-133.8815224007671,-90.0,0.0,-0.01,1500,0.0,0,2519.493,-16087.84,2.244,0,0.027,2.512,-2.261,-1.233,-1.458,4.419,-15.056,1420.792,-1068.582,153.024,-200.099,341.194
4.0,1.0,6.0,0.57,1.015,0.795,629.2259420163604,2299.68594201636,-133.89305798363964,-90.0,0.0,-0.01,1500,0.0,0,2519.569,-16464.59,2.297,0,0.042,2.318,-2.379,-1.229,-1.442,4.427,-23.684,1310.735,-1124.208,152.609,-197.939,341.857
-2.0,4.0,-2.0,-0.924,0.435,0.853,629.2334213772609,2299.6934213772606,-133.90557862273914,-90.0,0.0,-0.01,1500,0.0,0,2519.76,-15747.55,2.197,0,0.012,2.265,-2.476,-1.225,-1.519,4.437,-6.598,1280.735,-1169.976,152.017,-208.477,342.63
0.0,-2.0,5.0,0.997,0.008,0.733,629.239915711852,2299.700915711852,-133.91708428814815,-90.0,0.0,-0.01,1500,0.0,0,2519.626,-16440.29,2.294,0,0.013,2.224,-2.443,-1.214,-1.555,4.412,-7.274,1257.477,-1154.345,150.656,-213.517,340.679
1.0,4.0,4.0,-0.617,0.911,0.7,629.2474250501108,2299.7084250501107,-133.9275749498893,-90.0,0.0,-0.01,1500,0.0,0,2519.97,-16242.8,2.266,0,0.008,2.179,-2.415,-1.226,-1.592,4.44,-4.568,1232.027,-1140.966,152.254,-218.557,342.851
7.0,0.0,14.0,0.813,1.534,0.641,629.2559494220748,2299.7159494220746,-133.93705057792522,-90.0,0.0,-0.01,1500,0.0,0,2519.588,-15410.3,2.15,0,0.021,2.239,-2.364,-1.224,-1.629,4.436,-11.842,1265.904,-1116.885,151.899,-223.597,342.52
3.0,8.0,11.0,-1.522,1.542,0.76,629.2654888578415,2299.7244888578416,-133.94651114215844,-90.0,0.0,-0.01,1500,0.0,0,2519.913,-17275.82,2.41,0,-0.014,2.392,-2.268,-1.232,-1.64,4.441,7.951,1352.702,-1071.54,152.905,-225.103,342.962
3.0,2.0,17.0,0.293,0.604,0.735,629.2750433875688,2299.733043387569,-133.9559566124312,-90.0,0.0,-0.01,1500,0.0,0,2519.474,-15562.22,2.171,0,-0.004,2.415,-2.147,-1.239,-1.627,4.445,2.03,1365.511,-1014.365,153.793,-223.27,343.256
-3.0,6.0,8.0,-1.117,0.063,1.137,629.2846130414746,2299.7416130414745,-133.9663869585254,-90.0,0.0,-0.01,1500,0.0,0,2519.855,-17783.22,2.481,0,-0.019,2.389,-2.138,-1.227,-1.649,4.454,10.827,1351.016,-1010.421,152.373,-226.347,343.956
4.0,-2.0,9.0,1.31,0.719,0.537,629.2941978498377,2299.7491978498374,-133.97680215016234,-90.0,0.0,-0.01,1500,0.0,0,2519.169,-17467.23,2.437,0,-0.011,2.265,-2.107,-1.236,-1.628,4.439,6.428,1280.735,-995.494,153.497,-223.532,342.741
3.0,5.0,1.0,-1.132,1.686,0.659,629.3027978429972,2299.757797842997,-133.98820215700286,-90.0,0.0,-0.01,1500,0.0,0,2519.207,-18345.31,2.559,0,-0.045,2.223,-2.131,-1.226,-1.656,4.435,25.376,1257.14,-1006.901,152.136,-227.328,342.446
7.0,1.0,6.0,0.147,1.385,0.679,629.3114130513532,2299.7654130513533,-133.9995869486469,-90.0,0.0,-0.01,1500,0.0,0,2519.512,-18317.96,2.556,0,-0.028,2.072,-2.143,-1.225,-1.619,4.455,15.733,1171.69,-1012.675,152.077,-222.223,344.03
-1.0,6.0,3.0,-0.756,1.095,0.891,629.3190435053664,2299.7730435053663,-134.00995649463368,-90.0,0.0,-0.01,1500,0.0,0,2520.123,-17679.92,2.466,0,-0.044,1.987,-2.188,-1.239,-1.677,4.453,25.206,1123.488,-1033.939,153.852,-230.143,343.846
2.0,0.0,12.0,0.464,0.416,0.958,629.3276892355586,2299.780689235559,-134.02031076444132,-90.0,0.0,-0.01,1500,0.0,0,2520.065,-17880.45,2.494,0,-0.039,2.006,-2.173,-1.246,-1.661,4.442,21.992,1134.274,-1026.616,154.622,-227.983,342.999
-2.0,7.0,8.0,-1.975,0.307,0.815,629.3353502725131,2299.788350272513,-134.03164972748692,-90.0,0.0,-0.01,1500,0.0,0,2520.161,-17959.44,2.505,0,-0.053,2.036,-2.233,-1.236,-1.738,4.455,30.112,1151.634,-1054.922,153.497,-238.587,343.993
7.0,-1.0,14.0,1.001,1.636,0.827,629.3430266468737,2299.796026646874,-134.04097335312633,-90.0,0.0,-0.01,1500,0.0,0,2520.008,-16817.04,2.346,0,-0.042,2.081,-2.236,-1.238,-1.751,4.46,23.853,1177.083,-1056.33,153.734,-240.289,344.398
1.0,7.0,8.0,-1.657,1.175,0.679,629.349718389346,2299.803718389346,-134.05028161065403,-90.0,0.0,-0.01,1500,0.0,0,2520.027,-18591.41,2.594,0,-0.056,2.301,-2.208,-1.238,-1.832,4.455,31.635,1301.466,-1043.375,153.734,-251.482,343.993
4.0,0.0,12.0,0.842,0.96,0.637,629.358425530697,2299.8114255306973,-134.05957446930302,-90.0,0.0,-0.01,1500,0.0,0,2519.836,-16795.77,2.343,0,-0.054,2.305,-2.187,-1.245,-1.825,4.455,30.789,1303.488,-1033.235,154.563,-250.5,343.993
