Istwert Kraft F_X / N,Istwert Kraft F_Y / N,Istwert Kraft in Stoßrichtung F_Z / N,Istwert Moment M_A / Nm,Istwert Moment M_B  / Nm,Istwert Moment M_C / Nm,Istposition TCP X / mm,Istposition TCP Y / mm,Istposition TCP Z / mm,Istorientierung TCP A / °,Istorientierung TCP B / °,Istorientierung TCP C / °,Sollwert Vorschubgeschw. Soll_v_f / mm/min,Istwert Vorschubgeschwindigkeit v_f / mm/min,Sollwert Drehzahl Soll_n_sp / U/min,Istwert Spindeldrehzahl n_sp / U/min,Istwert Spindeldrehmoment M_sp / Nm,Istwert Spindelstrom I_sp / A,Sollwert Kraft in Stoßrichtung Soll_F_Z / N,Istwert Strom Achse 1 I_a1 / A,Istwert Strom Achse2 I_a2 / A,Istwert Strom Achse3 I_a3 / A,Istwert Strom Achse4 I_a4 / A,Istwert Strom Achse5 I_a5 / A,Istwert Strom Achse6 I_a6 / A,Istwert Moment Achse1 M_a1 / Nm,Istwert Moment Achse2 M_a2 / Nm,Istwert Moment Achse3 M_a3 / Nm,Istwert Moment Achse4 M_a4 / Nm,Istwert Moment Achse5 M_a5 / Nm,Istwert Moment Achse6 M_a6 / Nm
-1440.0,168.0,7369.0,-23.835,28.248,-8.152,563.2460280960208,2310.7500280960207,-143.70897190397918,-90.15,-2.65,-0.21,1500,1166.733,0,3200.359,-81086.38,11.312,0,-6.592,11.461,11.725,-9.585,1.053,-2.493,3742.052,6481.205,5540.348,1189.915,144.527,-192.47
-1390.0,96.0,7530.0,4.652,40.802,-4.805,563.2157509852512,2310.5477509852512,-143.6932490147488,-90.15,-2.66,-0.2,1500,1198.443,0,3200.283,-79187.43,11.047,0,-7.384,13.274,11.523,-9.161,1.139,-2.373,4191.368,7506.434,5444.728,1137.229,156.309,-183.264
-1464.0,134.0,7268.0,-34.862,4.513,-4.921,563.1864775992328,2310.338477599233,-143.67952240076707,-90.15,-2.67,-0.19,1500,1230.188,0,3200.035,-80782.54,11.27,0,-7.574,13.633,10.715,-9.296,1.163,-2.435,4299.13,7709.693,5063.091,1154.041,159.582,-188.014
-1405.0,103.0,7392.0,-5.606,43.189,-7.582,563.1592079416926,2310.1222079416925,-143.6687920583075,-90.16,-2.67,-0.18,1500,1258.397,0,3199.863,-79053.74,11.029,0,-7.532,11.823,11.477,-9.856,0.963,-2.308,4275.108,6686.149,5422.9,1223.479,132.156,-178.256
-1438.0,64.0,7486.0,-12.024,17.422,-4.201,563.1289420163604,2309.89594201636,-143.66005798363963,-90.16,-2.68,-0.17,1500,1283.214,0,3200.97,-78956.52,11.015,0,-7.593,12.949,10.81,-9.848,0.771,-2.141,4310.126,7322.557,5108.015,1222.591,105.777,-165.295
-1479.0,64.0,7257.0,-35.985,10.313,-5.231,563.1116798269705,2309.6636798269706,-143.64532017302946,-90.16,-2.68,-0.16,1500,1305.403,0,3200.378,-78731.69,10.984,0,-7.721,12.993,11.343,-9.79,0.865,-2.1,4382.362,7347.837,5359.81,1215.369,118.672,-162.128
-1396.0,-5.0,7476.0,4.641,60.866,-6.931,563.0934213772609,2309.427421377261,-143.63557862273913,-90.16,-2.68,-0.16,1500,1322.939,0,3201.008,-77267.22,10.779,0,-7.891,12.011,10.968,-9.888,0.969,-1.98,4478.958,6792.499,5182.792,1227.564,133.072,-152.923
-1490.0,-6.0,7433.0,-32.401,14.749,-4.426,563.0761666709728,2309.175166670973,-143.62283332902715,-90.16,-2.69,-0.15,1500,1334.149,0,3200.245,-78771.18,10.989,0,-7.813,13.775,10.875,-9.659,0.472,-1.914,4434.805,7789.918,5138.574,1199.09,64.801,-147.767
-1484.0,-4.0,7289.0,-35.618,16.761,-5.643,563.061915711852,2308.918915711852,-143.61508428814815,-90.16,-2.69,-0.14,1500,1338.885,0,3199.501,-78221.25,10.912,0,-7.599,11.74,10.734,-10.071,0.365,-1.799,4313.34,6638.958,5072.104,1250.177,50.139,-138.893
-1400.0,-94.0,7502.0,9.486,56.564,-5.999,563.0496685036468,2308.672668503647,-143.60533149635313,-90.17,-2.69,-0.13,1500,1337.139,0,3199.272,-80135.38,11.18,0,-7.958,12.423,10.813,-10.324,0.545,-1.337,4517.36,7025.42,5109.141,1281.61,74.816,-103.249
-1483.0,-81.0,7406.0,-37.612,8.41,-4.926,563.0454250501108,2308.423425050111,-143.5915749498893,-90.17,-2.69,-0.12,1500,1329.023,0,3198.528,-80287.3,11.201,0,-8.208,13.855,10.436,-10.309,0.502,-0.73,4659.125,7834.918,4931.138,1279.716,68.925,-56.338
-1466.0,-81.0,7361.0,-30.514,24.586,-6.295,563.0421853549999,2308.171185355,-143.5838146450001,-90.17,-2.69,-0.11,1500,1313.562,0,3199.768,-79026.4,11.025,0,-8.106,12.173,10.473,-10.649,0.325,-0.09,4601.099,6883.847,4948.882,1321.923,44.641,-6.923
-1426.0,-172.0,7527.0,4.814,40.38,-4.043,563.0389494220748,2307.9129494220747,-143.5770505779252,-90.18,-2.69,-0.1,1500,1289.618,0,3199.787,-81031.69,11.305,0,-8.285,12.466,10.096,-10.66,0.067,0.677,4702.771,7049.859,4770.456,1323.285,9.229,52.251
-1493.0,-158.0,7323.0,-38.544,10.436,-4.721,563.0457172550994,2307.650717255099,-143.56428274490062,-90.18,-2.68,-0.1,1500,1257.441,0,3200.073,-79150.97,11.042,0,-8.088,14.048,9.696,-10.621,0.061,1.077,4590.949,7944.132,4581.469,1318.549,8.313,83.181
-1441.0,-182.0,7446.0,-19.92,47.641,-7.341,563.0594888578415,2307.3964888578416,-143.55551114215845,-90.19,-2.68,-0.09,1500,1220.714,0,3199.863,-78992.98,11.02,0,-7.923,12.042,10.179,-10.824,0.107,1.845,4497.229,6809.858,4809.605,1343.708,14.728,142.502
-1460.0,-238.0,7540.0,-11.537,26.949,-4.756,563.0692642340729,2307.134264234073,-143.5447357659271,-90.19,-2.68,-0.08,1500,1182.604,0,3200.035,-80794.7,11.272,0,-8.22,13.8,9.263,-10.482,-0.375,2.295,4665.722,7803.907,4376.99,1301.264,-51.514,177.225
-1505.0,-224.0,7273.0,-43.351,7.907,-4.89,563.0900433875687,2306.8670433875686,-143.53695661243123,-90.19,-2.67,-0.07,1500,1143.397,0,3200.378,-78564.58,10.96,0,-7.929,12.629,9.795,-9.815,-0.692,2.443,4500.95,7141.713,4628.364,1218.388,-94.977,188.64
-1394.0,-285.0,7500.0,0.856,63.642,-7.515,563.1238263221085,2306.6048263221087,-143.52617367789162,-90.19,-2.67,-0.07,1500,1103.308,0,3199.158,-82602.49,11.524,0,-8.005,12.059,9.699,-9.27,-0.434,2.565,4543.581,6819.296,4582.877,1150.726,-59.63,198.067
-1472.0,-314.0,7508.0,-30.58,15.349,-5.22,563.1646130414746,2306.3396130414744,-143.5113869585254,-90.19,-2.67,-0.06,1500,1062.662,0,3199.406,-81405.4,11.357,0,-8.289,14.247,9.113,-8.34,-0.444,2.759,4704.801,8056.717,4305.874,1035.293,-61.005,213.016
-1486.0,-309.0,7289.0,-41.691,11.075,-6.961,563.2114035494542,2306.0814035494545,-143.4985964505458,-90.19,-2.66,-0.05,1500,1021.998,0,3199.444,-80451.37,11.224,0,-8.077,12.792,9.373,-7.695,-0.542,2.835,4584.69,7233.736,4429.096,955.318,-74.358,218.945
-1398.0,-375.0,7498.0,8.442,58.802,-6.26,563.2511978498377,2305.8191978498376,-143.48980215016235,-90.19,-2.66,-0.05,1500,983.696,0,3200.359,-81824.68,11.415,0,-8.115,12.575,8.977,-6.971,-0.981,2.928,4606.174,7111.376,4241.939,865.398,-134.708,226.125
-1489.0,-379.0,7435.0,-40.701,5.759,-3.881,563.2949959464192,2305.568995946419,-143.48000405358073,-90.19,-2.65,-0.04,1500,949.48,0,3200.55,-79120.59,11.038,0,-8.188,13.523,8.45,-6.174,-0.952,3.08,4647.621,7647.333,3992.819,766.48,-130.65,237.798
-1441.0,-377.0,7376.0,-39.838,20.952,-6.73,563.3497978429972,2305.341797842997,-143.46720215700284,-90.19,-2.65,-0.04,1500,919.525,0,3200.359,-81034.72,11.305,0,-8.035,11.934,9.471,-6.148,-0.831,3.383,4560.836,6749.015,4475.005,763.224,-114.09,261.217
-1363.0,-454.0,7537.0,2.156,44.301,-5.712,563.3996035433731,2305.1186035433734,-143.45139645662678,-90.19,-2.64,-0.03,1500,893.877,0,3200.321,-78339.74,10.929,0,-8.154,13.338,8.973,-5.719,-1.012,3.793,4628.335,7542.501,4239.827,709.947,-138.897,292.92
-1420.0,-433.0,7331.0,-39.513,0.572,-3.846,563.4434130513531,2304.905413051353,-143.4385869486469,-90.19,-2.63,-0.03,1500,872.798,0,3200.798,-78500.77,10.951,0,-8.037,13.947,8.474,-5.281,-1.403,4.001,4562.19,7887.334,4004.226,655.545,-192.571,308.975
-1345.0,-438.0,7418.0,-28.144,30.688,-6.622,563.4862263707464,2304.7022263707468,-143.4287736292536,-90.19,-2.62,-0.02,1500,858.551,0,3200.13,-79576.34,11.102,0,-7.985,11.874,9.114,-5.422,-1.611,4.13,4532.754,6714.801,4306.578,673.068,-221.176,318.917
-1311.0,-503.0,7568.0,-13.406,22.197,-4.582,563.5310435053664,2304.510043505366,-143.41695649463367,-90.19,-2.61,-0.02,1500,852.762,0,3199.711,-78959.55,11.015,0,-7.972,13.119,8.798,-5.381,-1.67,4.223,4525.142,7419.13,4157.303,667.977,-229.292,326.097
-1339.0,-487.0,7311.0,-42.016,-4.962,-5.098,563.5738644590301,2304.33386445903,-143.40713554096988,-90.2,-2.6,-0.02,1500,855.427,0,3199.158,-81347.67,11.349,0,-8.011,12.625,8.516,-5.462,-1.822,4.243,4547.303,7139.522,4023.941,678.099,-250.107,327.644
-1238.0,-502.0,7442.0,-15.596,44.436,-7.05,563.6216892355586,2304.155689235559,-143.3973107644413,-90.2,-2.59,-0.02,1500,863.117,0,3199.177,-79785.98,11.131,0,-8.154,11.48,8.327,-5.397,-1.699,4.683,4628.167,6491.992,3934.517,669.93,-233.154,361.631
-1276.0,-528.0,7472.0,-28.706,5.097,-4.499,563.6735178387768,2303.966517838777,-143.3804821612232,-90.2,-2.57,-0.01,1500,872.841,0,3200.283,-80812.92,11.274,0,-8.18,14.03,7.903,-4.51,-1.933,5.103,4643.392,7933.851,3734.123,559.824,-265.293,394.071
-1279.0,-513.0,7266.0,-41.07,-5.941,-6.344,563.7263502725132,2303.778350272513,-143.3666497274869,-90.2,-2.56,-0.01,1500,884.511,0,3199.329,-81411.47,11.358,0,-7.889,12.55,8.641,-4.408,-2.388,5.291,4477.943,7097.387,4083.229,547.215,-327.803,408.579
-1168.0,-557.0,7468.0,-6.936,46.488,-6.763,563.7761865406,2303.6001865406,-143.35481345940008,-90.2,-2.54,-0.01,1500,898.127,0,3200.569,-79734.33,11.124,0,-7.924,12.034,8.764,-4.598,-2.412,5.183,4498.074,6805.139,4141.108,570.835,-331.142,400.22
-1228.0,-561.0,7424.0,-38.151,-2.203,-4.02,563.8270266468737,2303.438026646874,-143.34097335312632,-90.2,-2.53,-0.01,1500,913.689,0,3200.359,-80411.87,11.218,0,-7.921,13.73,8.295,-4.468,-2.42,4.97,4496.383,7764.3,3919.308,554.615,-332.254,383.761
-1220.0,-555.0,7277.0,-35.298,0.495,-6.387,563.8808705951743,2303.2818705951745,-143.33212940482562,-90.2,-2.51,-0.01,1500,931.195,0,3200.741,-78880.56,11.004,0,-7.828,11.697,8.3,-4.334,-2.385,5.039,4443.263,6614.857,3921.984,538.04,-327.345,389.1
-1122.0,-600.0,7426.0,-2.353,38.141,-6.157,563.932718389346,2303.129718389346,-143.32428161065403,-90.2,-2.49,-0.01,1500,950.648,0,3200.321,-79570.26,11.101,0,-7.644,11.584,8.151,-4.621,-2.338,5.152,4339.054,6550.812,3851.43,573.676,-320.93,397.827
-1189.0,-587.0,7313.0,-43.483,-5.416,-4.837,563.9875700332364,2302.9785700332363,-143.31042996676368,-90.2,-2.47,-0.01,1500,972.046,0,3199.177,-80664.05,11.253,0,-7.838,13.152,8.618,-4.396,-2.678,4.885,4449.184,7437.669,4072.385,545.676,-367.6,377.243
-1159.0,-587.0,7338.0,-35.576,11.313,-6.511,564.040425530697,2302.8134255306973,-143.29857446930302,-90.2,-2.45,-0.01,1500,995.39,0,3200.168,-78616.23,10.968,0,-7.851,11.724,8.765,-4.585,-3.128,4.749,4456.289,6630.026,4141.39,569.236,-429.325,366.712
-1110.0,-630.0,7444.0,-11.39,24.454,-5.094,564.0942848855834,2302.643284885584,-143.2877151144165,-90.2,-2.43,-0.01,1500,1020.679,0,3199.978,-80381.48,11.214,0,-7.847,12.632,8.316,-4.765,-3.172,5.015,4454.428,7143.567,3929.307,591.554,-435.478,387.259
-1191.0,-621.0,7218.0,-41.197,-5.309,-5.594,564.1601481017552,2302.467148101755,-143.27585189824475,-90.2,-2.41,-0.01,1500,1047.588,0,3200.607,-78403.55,10.938,0,-7.775,13.096,8.049,-4.225,-3.147,4.911,4413.151,7405.815,3803.268,524.543,-432.009,379.195
-1135.0,-636.0,7326.0,-23.282,26.775,-6.949,564.2300151830754,2302.2940151830758,-143.26898481692461,-90.2,-2.39,-0.01,1500,1074.884,0,3199.386,-78971.71,11.017,0,-7.947,11.675,8.018,-4.769,-3.046,4.729,4511.101,6602.217,3788.482,591.968,-418.067,365.166
-1155.0,-683.0,7420.0,-23.736,14.335,-4.494,564.305886133411,2302.113886133411,-143.25911386658893,-90.2,-2.37,-0.01,1500,1102.2,0,3199.959,-80384.52,11.214,0,-7.932,12.827,8.071,-4.509,-2.969,4.924,4502.642,7253.961,3813.689,559.706,-407.594,380.226
-1212.0,-689.0,7242.0,-41.104,-9.078,-6.317,564.3837609566332,2301.925760956633,-143.25023904336683,-90.2,-2.35,-0.01,1500,1128.777,0,3201.141,-77148.73,10.763,0,-7.885,11.945,8.302,-4.358,-3.366,5.006,4475.913,6754.746,3922.97,541.059,-462.053,386.522
-1126.0,-708.0,7382.0,-15.786,38.148,-6.843,564.4526396566166,2301.7386396566167,-143.2423603433834,-90.2,-2.33,-0.01,1500,1154.143,0,3199.883,-79299.85,11.063,0,-8.0,11.097,8.103,-4.866,-3.868,4.939,4541.213,6275.417,3828.617,604.044,-530.913,381.404
-1186.0,-729.0,7376.0,-32.598,6.751,-4.091,564.5295222372399,2301.54752223724,-143.23247776276003,-90.2,-2.31,-0.01,1500,1178.337,0,3200.626,-78017.68,10.884,0,-8.106,12.702,7.749,-4.495,-3.857,5.159,4600.93,7183.174,3661.598,557.989,-529.408,398.342
-1211.0,-740.0,7223.0,-37.548,-5.607,-5.769,564.6154087023858,2301.360408702386,-143.2235912976141,-90.2,-2.28,-0.01,1500,1201.376,0,3199.596,-77282.41,10.782,0,-7.97,12.097,7.635,-5.035,-3.736,5.271,4523.958,6840.701,3607.521,625.0,-512.782,406.996
-1122.0,-785.0,7389.0,-9.558,40.292,-6.668,564.7092990559408,2301.167299055941,-143.21470094405913,-90.21,-2.26,-0.01,1500,1223.258,0,3200.34,-79147.93,11.042,0,-8.179,12.135,7.886,-4.94,-3.749,5.09,4642.377,6862.442,3726.096,613.279,-514.549,393.04
-1204.0,-800.0,7330.0,-42.051,-0.35,-4.874,564.8031933017952,2300.9721933017954,-143.20380669820477,-90.21,-2.24,-0.01,1500,1243.985,0,3200.302,-76586.64,10.684,0,-8.224,13.189,7.946,-4.847,-4.189,5.2,4668.26,7458.4,3754.684,601.735,-575.03,401.509
-1206.0,-810.0,7293.0,-41.168,4.903,-5.956,564.8950914438432,2300.7700914438433,-143.1959085561568,-90.21,-2.21,-0.01,1500,1263.555,0,3199.539,-79795.09,11.132,0,-8.1,11.722,7.913,-4.991,-4.536,5.17,4597.885,6628.678,3738.911,619.613,-622.682,399.226
-1139.0,-870.0,7422.0,-8.215,35.316,-6.457,564.992993485983,2300.564993485983,-143.18900651401705,-90.21,-2.18,-0.01,1500,1281.97,0,3199.367,-78312.4,10.925,0,-8.152,12.499,7.561,-5.317,-4.555,5.154,4627.49,7068.567,3572.596,660.044,-625.301,398.011
-1209.0,-875.0,7279.0,-43.864,0.244,-5.729,565.0998994321164,2300.3568994321167,-143.1821005678835,-90.21,-2.16,-0.01,1500,1299.229,0,3199.463,-78038.95,10.887,0,-8.135,12.749,7.12,-4.826,-4.638,5.316,4617.847,7209.635,3364.457,599.131,-636.69,410.53
-1174.0,-888.0,7362.0,-39.399,18.085,-6.602,565.2118092861498,2300.15080928615,-143.1791907138502,-90.21,-2.13,-0.01,1500,1315.333,0,3200.569,-79245.16,11.055,0,-8.054,10.882,7.102,-5.465,-4.646,5.246,4571.833,6153.732,3355.866,678.395,-637.737,405.118
-1149.0,-954.0,7460.0,-19.26,23.99,-4.941,565.3317230519928,2299.938723051993,-143.16827694800727,-90.21,-2.11,-0.01,1500,1330.28,0,3199.291,-78151.37,10.903,0,-8.305,12.606,7.175,-5.159,-4.808,5.097,4714.274,7128.736,3390.228,640.391,-659.927,393.555
-1206.0,-968.0,7246.0,-41.1,-9.236,-6.307,565.448640733559,2299.730640733559,-143.154359266441,-90.21,-2.08,-0.01,1500,1344.071,0,3199.596,-80329.84,11.207,0,-8.208,12.983,7.47,-5.454,-5.45,5.205,4659.125,7341.77,3529.786,677.034,-748.161,401.914
-1131.0,-985.0,7396.0,-30.825,31.511,-7.426,565.5725623347664,2299.5125623347662,-143.1474376652336,-90.21,-2.05,-0.01,1500,1356.707,0,3199.444,-79226.93,11.053,0,-8.117,11.684,7.481,-5.368,-5.489,5.104,4607.189,6607.273,3534.855,666.378,-753.398,394.145
-1154.0,-1037.0,7461.0,-30.123,14.192,-4.494,565.7034878595364,2299.2924878595363,-143.1375121404636,-90.21,-2.02,-0.01,1500,1368.197,0,3199.558,-80235.65,11.194,0,-8.229,13.499,6.922,-5.357,-5.562,5.413,4670.797,7634.019,3270.808,665.076,-763.543,417.969
-1190.0,-1048.0,7231.0,-44.657,-7.929,-5.684,565.8404173117946,2299.0744173117946,-143.13058268820538,-90.21,-2.0,-0.01,1500,1379.253,0,3199.883,-80852.42,11.28,0,-7.918,12.379,6.695,-5.408,-5.605,5.137,4494.522,7000.477,3163.358,671.351,-769.434,396.685
-1099.0,-1083.0,7417.0,-17.604,40.659,-7.634,565.9773506954705,2298.8573506954704,-143.12564930452953,-90.21,-1.97,-0.01,1500,1390.309,0,3200.512,-78081.48,10.893,0,-7.987,11.855,6.61,-5.549,-5.929,5.177,4533.6,6703.846,3123.364,688.873,-813.814,399.742
-1166.0,-1108.0,7393.0,-44.885,0.054,-5.553,566.1192880144973,2298.6312880144974,-143.11671198550266,-90.21,-1.94,-0.01,1500,1401.366,0,3200.474,-79968.27,11.156,0,-8.029,13.324,6.169,-5.438,-6.311,5.3,4557.453,7534.749,2915.083,675.021,-866.309,409.242
-1170.0,-1121.0,7305.0,-50.466,0.482,-5.754,566.2662292728126,2298.4142292728125,-143.10877072718742,-90.22,-1.91,-0.01,1500,1412.422,0,3200.722,-78473.43,10.948,0,-7.954,11.536,6.673,-5.398,-6.536,5.227,4514.991,6523.509,3153.219,670.108,-897.204,403.608
-1085.0,-1191.0,7460.0,-5.324,28.992,-6.431,566.4211744743574,2298.1981744743575,-143.10182552564262,-90.22,-1.88,-0.01,1500,1423.476,0,3199.73,-78816.76,10.996,0,-8.056,11.572,6.652,-5.831,-6.58,5.495,4572.679,6544.239,3143.361,723.858,-903.226,424.339
-1145.0,-1194.0,7309.0,-47.878,-0.404,-6.75,566.587123623077,2297.972123623077,-143.089876376923,-90.22,-1.85,-0.01,1500,1434.075,0,3199.558,-81138.02,11.319,0,-8.172,12.766,6.532,-5.142,-6.754,5.203,4638.655,7219.41,3086.468,638.378,-927.052,401.804
-1112.0,-1187.0,7365.0,-54.98,19.318,-6.863,566.7480767229206,2297.7540767229207,-143.08292327707943,-90.22,-1.82,-0.01,1500,1443.884,0,3199.082,-79883.2,11.144,0,-8.033,11.299,6.239,-5.62,-7.157,5.262,4559.483,6389.519,2948.036,697.634,-982.428,406.296
-1085.0,-1266.0,7484.0,-17.608,21.073,-5.008,566.9120337778412,2297.5290337778415,-143.0729662221588,-90.22,-1.8,-0.01,1500,1452.904,0,3198.548,-83805.66,11.692,0,-8.039,12.689,6.06,-5.518,-7.464,5.205,4562.867,7175.758,2863.26,684.966,-1024.516,401.951
-1145.0,-1287.0,7265.0,-41.678,-11.451,-6.863,567.0849947917959,2297.306994791796,-143.06300520820406,-90.22,-1.77,-0.01,1500,1461.134,0,3199.787,-81876.34,11.422,0,-8.044,12.782,5.787,-5.25,-7.553,5.407,4566.081,7228.343,2734.264,651.697,-1036.822,417.49
-1055.0,-1281.0,7389.0,-38.932,31.213,-9.142,567.2659597687458,2297.0909597687455,-143.0560402312542,-90.22,-1.74,-0.01,1500,1468.574,0,3198.681,-82186.24,11.466,0,-7.819,11.695,5.987,-5.689,-7.711,5.426,4438.357,6613.677,2829.18,706.218,-1058.488,419.0
-1078.0,-1348.0,7465.0,-30.625,11.036,-5.9,567.4509287126558,2296.8709287126558,-143.04707128734424,-90.22,-1.71,-0.01,1500,1475.224,0,3200.436,-83951.5,11.712,0,-7.863,13.13,5.441,-5.216,-7.842,5.295,4463.395,7425.029,2570.906,647.554,-1076.423,408.873
-1108.0,-1354.0,7262.0,-49.294,-15.555,-5.511,567.6359016274947,2296.6559016274946,-143.03909837250526,-90.22,-1.68,-0.01,1500,1481.085,0,3200.817,-79871.05,11.143,0,-7.753,12.54,5.288,-5.522,-8.174,5.231,4400.632,7091.657,2498.663,685.499,-1122.046,403.902
-1016.0,-1383.0,7430.0,-26.497,32.742,-7.685,567.8258785172357,2296.441878517236,-143.0331214827643,-90.22,-1.65,-0.02,1500,1486.156,0,3200.588,-82313.85,11.483,0,-7.695,11.695,5.352,-5.528,-8.394,5.104,4367.813,6613.509,2529.081,686.268,-1152.221,394.145
-1062.0,-1421.0,7421.0,-44.734,4.484,-5.522,568.0228593858554,2296.2298593858554,-143.0221406141445,-90.22,-1.62,-0.02,1500,1490.437,0,3201.351,-80518.21,11.233,0,-7.696,13.517,4.851,-5.218,-8.606,5.388,4368.659,7643.962,2292.213,647.79,-1181.283,416.091
-1070.0,-1423.0,7274.0,-56.297,-8.576,-4.12,568.2218442373351,2296.019844237335,-143.01515576266496,-90.23,-1.58,-0.02,1500,1493.929,0,3199.711,-79919.66,11.149,0,-7.764,12.053,4.925,-5.532,-8.866,5.144,4407.23,6816.094,2326.997,686.742,-1216.957,397.201
-971.0,-1488.0,7464.0,-14.562,31.982,-7.546,568.4308330756592,2295.8108330756595,-143.00916692434086,-90.23,-1.55,-0.02,1500,1496.631,0,3200.474,-82207.51,11.469,0,-7.679,12.366,4.698,-5.32,-8.817,5.255,4358.509,6993.061,2220.111,660.459,-1210.346,405.78
-1035.0,-1506.0,7379.0,-45.058,-8.581,-7.739,568.6398259048166,2295.6048259048166,-143.0011740951834,-90.23,-1.52,-0.02,1500,1498.543,0,3199.787,-80311.6,11.204,0,-7.56,12.962,4.309,-5.186,-9.245,5.16,4291.517,7329.972,2036.193,643.824,-1268.994,398.453
-995.0,-1471.0,7336.0,-61.089,4.095,-6.916,568.8448227288004,2295.4038227288006,-142.99217727119964,-90.23,-1.49,-0.02,1500,1499.665,0,3199.158,-83924.16,11.708,0,-7.522,12.418,3.813,-5.722,-9.664,5.382,4269.863,7022.556,1801.719,710.361,-1326.53,415.612
-921.0,-1555.0,7500.0,-11.92,29.183,-7.08,569.0578235516072,2295.198823551607,-142.98817644839284,-90.23,-1.46,-0.02,1500,1500.0,0,3199.367,-82441.46,11.501,0,-7.511,12.224,2.754,-5.215,-9.525,5.153,4263.435,6912.836,1301.085,647.376,-1307.482,397.9
-994.0,-1540.0,7285.0,-55.303,-7.813,-8.552,569.2708283772379,2294.9968283772378,-142.98217162276214,-90.23,-1.43,-0.02,1500,1500.0,0,3198.681,-84100.38,11.733,0,-7.369,13.323,1.514,-5.057,-9.904,5.143,4182.741,7534.074,715.533,627.723,-1359.52,397.164
-929.0,-1526.0,7420.0,-52.945,14.735,-9.108,569.4938372096972,2294.7988372096975,-142.97916279030275,-90.23,-1.4,-0.02,1500,1500.0,0,3199.997,-84862.99,11.839,0,-7.096,11.831,1.348,-5.395,-9.922,5.116,4028.119,6690.532,637.094,669.753,-1362.007,395.065
-918.0,-1603.0,7484.0,-26.085,13.734,-5.085,569.7248500529943,2294.603850052994,-142.97114994700578,-90.23,-1.37,-0.02,1500,1500.0,0,3200.111,-80840.27,11.278,0,-7.181,13.429,0.835,-4.88,-9.924,5.289,4076.163,7594.243,394.733,605.82,-1362.269,408.432
-960.0,-1608.0,7247.0,-48.238,-17.092,-6.194,569.9548669111416,2294.4178669111416,-142.96113308885845,-90.23,-1.34,-0.02,1500,1500.0,0,3201.999,-81636.3,11.389,0,-7.109,13.123,0.563,-5.007,-10.34,5.149,4035.393,7420.984,266.019,621.566,-1419.346,397.606
-859.0,-1601.0,7438.0,-29.534,22.058,-9.751,570.1918877881561,2294.234887788156,-142.9481122118439,-90.23,-1.31,-0.02,1500,1500.0,0,3201.942,-76969.47,10.738,0,-7.171,14.044,0.547,-5.14,-10.538,4.963,4070.242,7941.772,258.414,638.023,-1446.576,383.245
-891.0,-1635.0,7372.0,-42.417,-0.621,-5.441,570.4369126880588,2294.048912688059,-142.9320873119412,-90.23,-1.27,-0.02,1500,1500.0,0,3201.389,-79044.63,11.027,0,-7.186,16.094,0.478,-4.531,-10.702,5.103,4078.701,9101.159,225.884,562.488,-1469.027,394.071
-921.0,-1632.0,7206.0,-58.935,-21.802,-2.95,570.6809416148745,2293.8729416148744,-142.91705838512547,-90.23,-1.24,-0.02,1500,1500.0,0,3200.264,-80153.61,11.182,0,-6.927,16.021,0.264,-4.861,-10.944,4.992,3932.199,9060.035,124.63,603.452,-1502.214,385.455
-790.0,-1669.0,7390.0,-17.172,31.065,-7.781,570.9309745726322,2293.697974572632,-142.9100254273678,-90.24,-1.21,-0.02,1500,1500.0,0,3198.948,-80089.8,11.173,0,-6.952,15.981,0.155,-4.867,-10.871,5.07,3946.24,9037.451,73.229,604.222,-1492.264,391.53
-865.0,-1684.0,7247.0,-50.654,-6.5,-8.451,571.1820115653649,2293.526011565365,-142.89798843463524,-90.24,-1.18,-0.02,1500,1500.0,0,3198.299,-84872.11,11.84,0,-6.91,17.88,-0.258,-4.428,-11.125,4.922,3922.387,10111.22,-121.814,549.701,-1527.152,380.042
-841.0,-1661.0,7183.0,-57.91,-11.244,-6.047,571.4340525971093,2293.360052597109,-142.89094740289073,-90.24,-1.15,-0.02,1500,1500.0,0,3198.356,-83678.05,11.674,0,-6.685,16.381,-0.11,-4.649,-11.473,5.062,3794.494,9263.8,-52.105,577.169,-1574.87,390.904
-746.0,-1729.0,7334.0,-8.582,24.894,-7.027,571.6900976719068,2293.1950976719068,-142.8829023280933,-90.24,-1.12,-0.02,1500,1500.0,0,3198.814,-84656.38,11.81,0,-6.728,17.261,-0.121,-4.365,-11.573,4.96,3819.193,9761.33,-57.175,541.887,-1588.55,382.987
-803.0,-1727.0,7158.0,-55.116,-13.529,-9.219,571.9481467938022,2293.0361467938023,-142.8738532061979,-90.24,-1.09,-0.02,1500,1500.0,0,3200.092,-84234.06,11.751,0,-6.776,18.435,-0.34,-4.229,-11.84,5.101,3846.26,10425.21,-160.541,524.957,-1625.271,393.924
-728.0,-1685.0,7234.0,-55.032,4.871,-8.793,572.2071999668448,2292.8851999668445,-142.87180003315532,-90.24,-1.06,-0.02,1500,1500.0,0,3200.417,-81490.47,11.369,0,-6.557,16.308,-0.423,-4.483,-12.059,5.057,3721.92,9222.171,-199.831,556.568,-1655.25,390.536
