Istwert Kraft F_X / N,Istwert Kraft F_Y / N,Istwert Kraft in Stoßrichtung F_Z / N,Istwert Moment M_A / Nm,Istwert Moment M_B  / Nm,Istwert Moment M_C / Nm,Istposition TCP X / mm,Istposition TCP Y / mm,Istposition TCP Z / mm,Istorientierung TCP A / °,Istorientierung TCP B / °,Istorientierung TCP C / °,Sollwert Vorschubgeschw. Soll_v_f / mm/min,Istwert Vorschubgeschwindigkeit v_f / mm/min,Sollwert Drehzahl Soll_n_sp / U/min,Istwert Spindeldrehzahl n_sp / U/min,Istwert Spindeldrehmoment M_sp / Nm,Istwert Spindelstrom I_sp / A,Sollwert Kraft in Stoßrichtung Soll_F_Z / N,Istwert Strom Achse 1 I_a1 / A,Istwert Strom Achse2 I_a2 / A,Istwert Strom Achse3 I_a3 / A,Istwert Strom Achse4 I_a4 / A,Istwert Strom Achse5 I_a5 / A,Istwert Strom Achse6 I_a6 / A,Istwert Moment Achse1 M_a1 / Nm,Istwert Moment Achse2 M_a2 / Nm,Istwert Moment Achse3 M_a3 / Nm,Istwert Moment Achse4 M_a4 / Nm,Istwert Moment Achse5 M_a5 / Nm,Istwert Moment Achse6 M_a6 / Nm
-1273.0,-841.0,7205.0,-32.509,10.966,-2.99,618.254282168283,2294.259282168283,-144.724717831717,-90.04,-2.99,0.0,1500,1455.56,0,3198.414,-73375.15,10.236,0,-8.289,19.16,3.069,-8.462,0.005,3.33,4704.97,10834.93,1450.219,1050.506,0.655,257.129
-1226.0,-880.0,7301.0,-6.549,46.869,-3.184,618.3684170177814,2294.0014170177815,-144.7205829822185,-90.04,-2.99,0.0,1500,1420.474,0,3198.662,-76212.93,10.632,0,-8.367,18.128,3.418,-8.647,-0.139,3.393,4749.292,10251.78,1614.984,1073.415,-19.048,262.027
-1239.0,-934.0,7325.0,-10.932,43.078,-2.881,618.482553002697,2293.743553002697,-144.71344699730292,-90.03,-2.99,0.0,1500,1375.249,0,3198.299,-75641.73,10.553,0,-8.416,19.29,3.198,-8.824,-0.368,3.354,4777.037,10908.58,1511.337,1095.437,-50.467,259.007
-1280.0,-923.0,7219.0,-43.126,14.277,-2.424,618.5966901241657,2293.4876901241655,-144.70630987583425,-90.03,-2.99,0.0,1500,1322.666,0,3198.929,-76756.78,10.708,0,-8.145,18.396,3.248,-8.942,-0.608,3.31,4623.43,10403.13,1534.714,1110.058,-83.522,255.62
-1187.0,-992.0,7369.0,7.003,54.02,-3.455,618.7088283833247,2293.2338283833246,-144.6991716166754,-90.03,-2.99,0.0,1500,1264.287,0,3199.787,-77018.08,10.745,0,-8.139,17.872,3.391,-9.152,-0.75,3.222,4620.046,10107.01,1602.451,1136.164,-102.962,248.807
-1248.0,-1001.0,7154.0,-27.709,17.782,-2.468,618.8139677813119,2292.9849677813118,-144.68903221868803,-90.03,-2.99,0.0,1500,1201.609,0,3200.455,-75869.6,10.584,0,-8.207,19.411,2.903,-9.274,-1.031,3.167,4658.617,10977.35,1371.497,1151.259,-141.581,244.536
-1185.0,-973.0,7227.0,-31.472,32.696,-2.759,618.9171083192672,2292.7361083192673,-144.68289168073278,-90.03,-2.99,0.0,1500,1136.114,0,3200.512,-75182.94,10.489,0,-8.087,18.181,2.89,-9.412,-1.181,3.188,4590.611,10281.28,1365.724,1168.367,-162.134,246.193
-1174.0,-1045.0,7295.0,-1.91,28.781,-3.747,619.0152499983309,2292.488249998331,-144.6797500016691,-90.03,-2.99,0.0,1500,1068.716,0,3201.675,-73867.35,10.305,0,-7.958,18.043,2.645,-9.555,-1.305,3.226,4517.021,10203.41,1249.683,1186.185,-179.087,249.102
-1190.0,-1016.0,7070.0,-37.86,13.37,-1.809,619.1113928196446,2292.251392819645,-144.67160718035535,-90.03,-2.99,0.0,1500,999.489,0,3201.218,-73493.64,10.253,0,-7.834,19.168,2.588,-9.571,-1.453,3.371,4446.816,10839.48,1222.645,1188.198,-199.444,260.333
-1097.0,-1026.0,7212.0,-5.18,46.552,-3.714,619.2055367843514,2292.0155367843513,-144.66846321564867,-90.03,-2.99,0.0,1500,928.439,0,3199.978,-75277.13,10.502,0,-7.79,17.697,2.787,-9.663,-1.466,3.614,4421.609,10008.07,1316.998,1199.564,-201.277,279.075
-1140.0,-1034.0,7181.0,-23.397,21.93,-1.843,619.2956818935949,2291.786681893595,-144.66231810640514,-90.03,-2.99,0.0,1500,855.577,0,3200.245,-74961.14,10.458,0,-7.82,18.929,2.151,-9.48,-1.465,3.91,4438.696,10704.31,1016.336,1176.832,-201.146,301.905
-1118.0,-1017.0,7082.0,-28.796,20.341,-1.844,619.3868281485204,2291.5568281485203,-144.6611718514796,-90.03,-2.99,-0.01,1500,781.23,0,3198.604,-76474.22,10.669,0,-7.387,18.012,2.212,-9.192,-1.366,4.076,4192.891,10186.05,1045.346,1141.136,-187.531,314.719
-1075.0,-1050.0,7153.0,3.251,38.788,-4.325,619.4739755502742,2291.336975550274,-144.65902444972582,-90.03,-2.99,-0.01,1500,709.203,0,3199.634,-78266.82,10.919,0,-7.506,18.295,2.082,-8.665,-1.26,4.209,4260.559,10346.0,983.946,1075.665,-173.0,325.029
-1121.0,-1026.0,7075.0,-27.393,20.914,-2.853,619.5581241000036,2291.1281241000033,-144.6528758999964,-90.03,-2.99,-0.01,1500,645.938,0,3199.12,-76787.16,10.712,0,-7.543,19.271,1.895,-7.807,-1.22,4.326,4281.875,10897.96,895.226,969.17,-167.502,334.051
-1092.0,-1020.0,7017.0,-15.952,20.055,-3.354,619.6392737988573,2290.927273798857,-144.64872620114278,-90.03,-2.99,-0.01,1500,592.293,0,3200.359,-77443.45,10.804,0,-7.567,18.514,1.599,-7.089,-1.147,4.351,4295.07,10470.04,755.528,880.079,-157.487,336.002
-1078.0,-1033.0,7075.0,-10.305,25.154,-2.75,619.7144246479847,2290.7364246479847,-144.64357535201523,-90.02,-2.99,-0.01,1500,548.712,0,3201.179,-74602.63,10.408,0,-7.546,18.922,1.534,-6.111,-1.07,4.304,4283.059,10700.77,724.828,758.666,-146.818,332.32
-1052.0,-1014.0,6984.0,-12.538,15.147,-3.176,619.778576648537,2290.565576648537,-144.63742335146299,-90.02,-2.99,-0.01,1500,514.157,0,3200.798,-75383.47,10.517,0,-7.713,19.658,1.684,-5.777,-1.171,4.206,4378.302,11116.56,795.944,717.11,-160.694,324.808
-1035.0,-997.0,6973.0,-18.449,17.296,-3.565,619.835729801666,2290.410729801666,-144.63527019833398,-90.02,-2.98,-0.02,1500,486.768,0,3201.141,-74936.84,10.454,0,-7.799,18.729,1.43,-5.448,-1.134,4.155,4426.685,10591.56,675.539,676.264,-155.654,320.832
-1006.0,-990.0,7032.0,-10.739,21.594,-2.007,619.8918841085249,2290.265884108525,-144.63211589147508,-90.02,-2.98,-0.02,1500,465.157,0,3199.673,-74095.23,10.337,0,-7.661,19.261,1.532,-4.957,-0.958,4.33,4348.358,10892.4,723.842,615.41,-131.501,334.382
-989.0,-998.0,6901.0,-2.642,7.581,-3.167,619.9480395702681,2290.125039570268,-144.62996042973197,-90.02,-2.98,-0.03,1500,447.848,0,3200.397,-76322.3,10.648,0,-7.629,19.353,1.555,-4.447,-0.763,4.58,4330.257,10944.48,734.967,552.01,-104.795,353.677
-986.0,-966.0,6903.0,-15.64,10.139,-4.328,619.9991961880507,2289.995196188051,-144.6278038119492,-90.02,-2.97,-0.03,1500,433.354,0,3199.1,-75298.4,10.505,0,-7.238,19.018,1.428,-4.208,-0.808,4.736,4108.644,10754.87,674.976,522.352,-110.882,365.681
-922.0,-945.0,7045.0,-8.453,24.604,-2.643,620.0393539630298,2289.88035396303,-144.62964603697014,-90.02,-2.96,-0.04,1500,420.764,0,3199.997,-78038.95,10.887,0,-7.374,19.107,1.098,-4.312,-0.731,4.703,4185.617,10805.1,518.8,535.257,-100.344,363.177
-942.0,-937.0,6839.0,-12.516,-3.178,-2.715,620.076512896363,2289.7765128963633,-144.62948710363702,-90.01,-2.96,-0.05,1500,410.002,0,3199.577,-75301.44,10.505,0,-7.39,19.518,1.048,-4.141,-0.663,4.54,4194.921,11037.85,495.001,514.065,-90.984,350.584
-902.0,-900.0,6871.0,-10.833,8.457,-3.272,620.1106729892091,2289.6836729892093,-144.62932701079092,-90.01,-2.95,-0.06,1500,401.064,0,3200.817,-75167.75,10.486,0,-7.195,18.388,1.519,-4.335,-0.727,4.355,4083.776,10398.41,717.646,538.158,-99.755,336.26
-830.0,-885.0,6967.0,1.45,22.832,-2.107,620.1438342427283,2289.585834242728,-144.63016575727173,-90.01,-2.94,-0.07,1500,393.941,0,3201.713,-73721.52,10.285,0,-7.214,19.341,1.447,-3.972,-0.742,4.239,4094.941,10937.23,683.566,493.109,-101.849,327.312
-912.0,-871.0,6846.0,-26.05,-13.93,-2.498,620.1749966580818,2289.4909966580817,-144.6310033419182,-90.01,-2.93,-0.08,1500,388.603,0,3201.427,-72178.05,10.069,0,-7.271,18.823,1.421,-3.317,-0.825,4.514,4127.083,10644.82,671.455,411.832,-113.239,348.559
-813.0,-842.0,6905.0,-3.343,11.217,-3.356,620.2051602364322,2289.403160236432,-144.6348397635679,-90.01,-2.92,-0.09,1500,384.846,0,3200.474,-74569.2,10.403,0,-7.126,17.843,1.695,-3.664,-0.767,4.687,4044.867,10090.15,800.873,454.809,-105.319,361.925
-794.0,-855.0,6884.0,5.801,19.224,-3.721,620.2333249789427,2289.3183249789427,-144.63767502105725,-90.01,-2.91,-0.1,1500,382.394,0,3199.558,-72190.2,10.071,0,-7.145,18.588,1.223,-3.554,-0.634,4.73,4055.694,10511.84,577.806,441.253,-86.991,365.239
-855.0,-815.0,6804.0,-26.293,-5.057,-3.231,620.2684908867784,2289.2354908867783,-144.63550911322156,-90.01,-2.9,-0.11,1500,380.967,0,3200.798,-71102.49,9.919,0,-7.126,18.797,1.543,-3.081,-0.45,4.507,4044.867,10629.65,728.912,382.53,-61.79,348.006
-756.0,-800.0,6947.0,0.394,22.373,-3.203,620.303657961105,2289.1526579611054,-144.63734203889487,-90.01,-2.88,-0.12,1500,380.289,0,3200.626,-72165.9,10.068,0,-7.142,18.842,1.572,-3.178,-0.253,4.45,4054.171,10655.43,742.572,394.547,-34.692,343.625
-807.0,-818.0,6805.0,-4.077,-5.817,-3.056,620.3288262030899,2289.07082620309,-144.6381737969101,-90.01,-2.87,-0.13,1500,380.08,0,3201.065,-69270.39,9.664,0,-7.17,19.788,1.283,-3.026,-0.429,4.759,4069.735,11190.04,606.112,375.663,-58.91,367.485
-802.0,-769.0,6797.0,-15.043,3.458,-2.364,620.346995613901,2288.990995613901,-144.6420043860991,-90.01,-2.86,-0.15,1500,380.077,0,3199.844,-70169.73,9.789,0,-7.086,18.574,1.226,-3.012,-0.717,4.916,4022.198,10503.58,579.496,373.887,-98.38,379.6
-732.0,-777.0,6946.0,14.557,17.32,-2.22,620.3721661947077,2288.913166194708,-144.64583380529234,-90.01,-2.84,-0.16,1500,380.138,0,3200.76,-70980.96,9.902,0,-7.26,19.028,1.459,-3.083,-0.49,4.797,4120.993,10760.77,689.199,382.766,-67.223,370.431
-811.0,-765.0,6821.0,-19.305,-14.766,-1.683,620.4003379466807,2288.840337946681,-144.64866205331927,-90.01,-2.83,-0.18,1500,380.288,0,3199.234,-69452.69,9.689,0,-7.179,19.188,1.306,-2.767,-0.257,4.602,4075.148,10851.11,616.956,343.519,-35.346,355.334
-754.0,-740.0,6876.0,-6.642,12.207,-3.712,620.4235108709918,2288.763510870992,-144.6554891290082,-90.01,-2.81,-0.19,1500,380.569,0,3199.291,-73226.27,10.216,0,-7.197,17.497,1.404,-2.774,-0.398,4.871,4085.298,9894.813,663.287,344.407,-54.656,376.139
-752.0,-756.0,6882.0,5.806,12.408,-3.13,620.4456849688138,2288.688684968814,-144.65531503118615,-90.01,-2.79,-0.21,1500,381.02,0,3199.749,-70364.18,9.816,0,-7.244,19.322,1.439,-2.849,-0.48,5.002,4111.858,10926.62,679.904,353.642,-65.914,386.228
-806.0,-733.0,6820.0,-16.696,-5.194,-2.28,620.468860241321,2288.614860241321,-144.654139758679,-90.0,-2.78,-0.23,1500,381.682,0,3199.692,-71421.52,9.964,0,-7.081,19.408,1.553,-2.497,-0.43,4.826,4019.322,10975.66,733.7,310.014,-59.041,372.677
-752.0,-731.0,6902.0,5.257,19.099,-3.864,620.4930366896886,2288.5480366896886,-144.65796331031154,-90.0,-2.76,-0.25,1500,382.596,0,3200.817,-69744.37,9.73,0,-7.17,18.925,1.365,-2.975,-0.112,5.079,4069.735,10702.29,644.839,369.27,-15.382,392.23
-784.0,-721.0,6857.0,-8.743,4.009,-2.51,620.5182143150928,2288.4732143150927,-144.65978568490726,-90.0,-2.74,-0.27,1500,383.799,0,3200.798,-68018.61,9.489,0,-7.12,19.535,1.501,-2.34,-0.211,5.284,4041.652,11046.95,709.337,290.479,-28.932,408.063
-797.0,-710.0,6840.0,-7.151,-5.256,-2.685,620.5343931187114,2288.404393118711,-144.6646068812886,-90.0,-2.72,-0.29,1500,385.32,0,3200.741,-68717.42,9.587,0,-7.167,18.699,1.514,-2.715,-0.375,4.942,4068.043,10574.7,715.252,337.007,-51.448,381.588
-757.0,-716.0,6918.0,6.319,18.735,-2.593,620.5595731017233,2288.3365731017234,-144.67042689827673,-90.0,-2.69,-0.31,1500,387.191,0,3200.951,-66022.44,9.211,0,-7.359,18.535,1.589,-2.604,0.033,5.094,4176.989,10481.67,750.88,323.274,4.582,393.371
-792.0,-699.0,6843.0,-5.137,1.316,-2.395,620.5817542653083,2288.2697542653086,-144.66824573469162,-90.0,-2.67,-0.33,1500,389.441,0,3200.626,-66222.97,9.239,0,-7.303,20.098,1.589,-2.549,-0.036,5.103,4145.523,11365.49,751.021,316.466,-4.975,394.034
-803.0,-683.0,6864.0,-7.007,4.569,-3.234,620.5969366106478,2288.1989366106477,-144.6720633893522,-90.0,-2.65,-0.36,1500,392.1,0,3200.588,-66478.19,9.274,0,-7.142,18.84,1.583,-2.764,-0.244,5.056,4054.002,10654.25,747.782,343.164,-33.448,390.389
-781.0,-687.0,6909.0,3.795,13.877,-2.502,620.6231201389239,2288.1301201389238,-144.67387986107605,-90.0,-2.63,-0.38,1500,395.199,0,3199.177,-65572.77,9.148,0,-7.331,19.209,1.926,-2.578,0.047,5.381,4161.256,10862.74,910.295,320.018,6.415,415.501
-813.0,-684.0,6871.0,-4.1,2.49,-2.325,620.6433048513203,2288.0633048513205,-144.68069514867966,-90.0,-2.6,-0.4,1500,398.769,0,3199.73,-68094.57,9.5,0,-7.282,18.47,1.779,-2.686,0.085,5.205,4133.512,10445.1,840.586,333.396,11.651,401.914
-801.0,-670.0,6904.0,0.383,10.959,-3.283,620.6654907490217,2287.9894907490216,-144.68150925097828,-90.0,-2.58,-0.43,1500,402.833,0,3198.795,-67265.11,9.384,0,-7.159,18.934,1.802,-2.623,0.106,5.14,4063.814,10707.34,851.289,325.582,14.597,396.943
-802.0,-659.0,6896.0,1.617,9.643,-2.546,620.6876778332139,2287.9166778332137,-144.68032216678608,-90.0,-2.55,-0.45,1500,407.399,0,3198.967,-70582.95,9.847,0,-7.3,19.709,1.573,-2.545,0.186,5.144,4143.493,11145.89,743.135,315.933,25.593,397.201
-836.0,-653.0,6838.0,-2.773,-1.918,-2.715,620.703866105084,2287.8488661050837,-144.68413389491596,-90.0,-2.52,-0.48,1500,412.47,0,3198.299,-69853.75,9.745,0,-7.305,19.18,1.895,-2.673,0.014,5.152,4146.369,10846.39,895.649,331.857,1.964,397.827
-802.0,-654.0,6921.0,5.222,14.967,-3.012,620.7260555658203,2287.7790555658203,-144.68994443417964,-90.0,-2.5,-0.51,1500,418.05,0,3198.929,-71132.88,9.924,0,-7.351,18.35,1.912,-2.835,0.259,5.332,4172.76,10377.34,903.253,351.925,35.543,411.709
-818.0,-651.0,6926.0,0.993,8.827,-2.927,620.7462462166123,2287.7052462166125,-144.68975378338763,-90.0,-2.47,-0.54,1500,424.142,0,3199.52,-71108.57,9.92,0,-7.34,19.715,1.888,-2.708,0.127,5.161,4166.331,11149.26,892.128,336.119,17.477,398.526
-852.0,-644.0,6872.0,-4.646,-0.13,-3.244,620.7674380586507,2287.6334380586504,-144.69056194134933,-90.0,-2.44,-0.56,1500,430.749,0,3200.321,-70066.43,9.775,0,-7.274,19.132,1.782,-2.672,0.242,5.274,4128.775,10819.26,841.854,331.739,33.186,407.29
-816.0,-635.0,6902.0,8.012,17.79,-2.125,620.7876310931272,2287.5606310931275,-144.69536890687286,-90.0,-2.41,-0.59,1500,437.876,0,3200.378,-69568.15,9.705,0,-7.291,18.569,1.808,-2.989,0.281,5.29,4138.756,10500.88,854.528,371.105,38.619,408.505
-838.0,-638.0,6882.0,1.623,9.176,-3.024,620.8118253212348,2287.487825321235,-144.6971746787652,-90.0,-2.38,-0.62,1500,445.53,0,3201.408,-66918.74,9.336,0,-7.335,19.613,1.901,-2.959,0.468,5.46,4163.793,11091.45,898.184,367.375,64.212,421.651
-861.0,-630.0,6899.0,-6.999,3.76,-2.266,620.8330207441678,2287.413020744168,-144.6979792558321,-90.0,-2.35,-0.65,1500,453.727,0,3200.931,-65779.38,9.177,0,-7.313,19.054,1.946,-2.881,0.341,5.346,4150.937,10775.44,919.307,357.608,46.866,412.85
-837.0,-625.0,6944.0,4.78,15.716,-3.127,620.8542173631218,2287.337217363122,-144.7017826368782,-90.0,-2.32,-0.69,1500,462.48,0,3200.684,-68085.45,9.498,0,-7.487,18.564,1.962,-2.983,0.452,5.423,4249.901,10498.36,927.194,370.335,62.052,418.779
-865.0,-623.0,6856.0,2.937,7.423,-2.481,620.8774151792932,2287.2574151792933,-144.7005848207068,-90.0,-2.28,-0.72,1500,471.805,0,3199.386,-67262.07,9.384,0,-7.432,19.56,2.073,-2.834,0.321,5.332,4218.436,11061.11,979.299,351.807,44.052,411.746
-874.0,-612.0,6872.0,-2.123,10.406,-2.598,620.8996141938799,2287.1786141938796,-144.70138580612013,-90.0,-2.25,-0.75,1500,481.687,0,3199.043,-68495.63,9.556,0,-7.356,19.35,1.918,-2.939,0.443,5.588,4175.635,10942.8,906.492,364.83,60.809,431.519
-848.0,-620.0,6970.0,5.23,18.901,-2.055,620.9248144080809,2287.097814408081,-144.70618559191917,-90.0,-2.22,-0.78,1500,491.861,0,3199.406,-69218.74,9.657,0,-7.307,18.877,2.002,-3.098,0.46,5.252,4147.553,10674.99,946.205,384.602,63.1,405.523
-900.0,-629.0,6885.0,-4.54,-3.552,-2.692,620.9500158230964,2287.014015823096,-144.70598417690368,-89.99,-2.18,-0.82,1500,502.216,0,3199.1,-70750.05,9.87,0,-7.438,19.558,2.164,-2.987,0.532,5.329,4221.988,11060.27,1022.673,370.749,72.983,411.488
-889.0,-617.0,6876.0,0.727,13.115,-2.567,620.9742184401276,2286.934218440128,-144.7037815598723,-89.99,-2.15,-0.85,1500,512.715,0,3196.544,-75517.16,10.535,0,-7.325,19.358,2.163,-3.25,0.391,5.341,4158.042,10947.35,1021.969,403.426,53.608,412.445
-879.0,-621.0,6937.0,5.195,19.555,-2.824,621.0024222603777,2286.8494222603777,-144.70657773962236,-89.99,-2.12,-0.89,1500,523.314,0,3198.795,-74611.74,10.409,0,-7.36,19.262,2.164,-3.245,0.643,5.291,4177.666,10892.91,1022.532,402.834,88.3,408.579
-927.0,-623.0,6903.0,-6.827,-1.662,-2.566,621.0286272850499,2286.76262728505,-144.70737271495008,-89.99,-2.08,-0.92,1500,533.969,0,3198.204,-75824.02,10.578,0,-7.304,19.772,1.99,-3.371,0.551,5.316,4145.692,11181.45,940.29,418.521,75.667,410.53
-897.0,-622.0,6958.0,4.958,18.304,-1.433,621.0568335153496,2286.6778335153494,-144.70916648465038,-89.99,-2.04,-0.96,1500,544.628,0,3200.359,-74924.69,10.453,0,-7.283,18.808,2.466,-3.362,0.547,5.26,4133.85,10635.88,1165.047,417.397,75.143,406.149
-919.0,-628.0,6944.0,3.637,19.755,-2.441,621.0840409524828,2286.5890409524827,-144.7089590475171,-89.99,-2.01,-0.99,1500,555.234,0,3200.188,-76073.16,10.613,0,-7.366,18.978,2.359,-3.235,0.479,5.41,4181.387,10732.29,1114.632,401.591,65.718,417.748
-964.0,-622.0,6885.0,-0.602,-1.686,-2.93,621.1122495976573,2286.496249597657,-144.70675040234275,-89.99,-1.97,-1.03,1500,565.728,0,3197.384,-81317.28,11.344,0,-7.407,19.616,2.129,-3.403,0.433,5.291,4204.395,11092.96,1006.056,422.487,59.499,408.579
-927.0,-626.0,6944.0,9.054,21.987,-3.166,621.1404594520812,2286.4074594520816,-144.7105405479187,-89.99,-1.94,-1.07,1500,576.051,0,3198.242,-80080.7,11.172,0,-7.399,18.721,2.267,-3.674,0.542,5.351,4199.658,10586.67,1071.399,456.111,74.423,413.182
-949.0,-639.0,6937.0,0.876,19.123,-3.973,621.1726705169649,2286.3106705169653,-144.7093294830351,-89.99,-1.9,-1.1,1500,586.147,0,3200.016,-78944.37,11.013,0,-7.378,19.807,2.397,-3.464,0.341,5.362,4188.154,11200.83,1132.799,430.065,46.866,414.065
-991.0,-637.0,6934.0,-7.998,4.572,-2.204,621.2078827935192,2286.2118827935187,-144.71011720648087,-89.99,-1.86,-1.14,1500,595.958,0,3202.495,-75158.63,10.485,0,-7.434,19.198,2.438,-3.625,0.443,5.325,4219.958,10856.84,1151.81,449.955,60.809,411.193
-953.0,-645.0,6999.0,8.996,26.61,-3.256,621.2430962829562,2286.109096282956,-144.71390371704376,-89.99,-1.82,-1.18,1500,605.426,0,3202.991,-71883.34,10.028,0,-7.549,18.696,2.216,-3.644,0.542,5.316,4284.919,10572.51,1047.318,452.382,74.423,410.494
-1007.0,-655.0,6878.0,-0.514,12.16,-3.154,621.2843109864897,2286.0073109864898,-144.71068901351026,-89.99,-1.79,-1.22,1500,614.494,0,3203.964,-69130.63,9.644,0,-7.807,20.259,2.072,-3.565,0.552,5.35,4431.59,11456.5,979.017,442.555,75.798,413.145
-1024.0,-659.0,6924.0,-4.972,16.622,-1.974,621.3265269053343,2285.898526905334,-144.71547309466567,-89.99,-1.75,-1.26,1500,623.137,0,3203.087,-66061.94,9.216,0,-7.706,18.581,2.17,-3.792,0.554,5.386,4374.242,10507.46,1025.208,470.792,76.06,415.87
-1005.0,-681.0,7043.0,5.784,23.402,-2.497,621.3677440407059,2285.7837440407056,-144.7172559592941,-89.99,-1.71,-1.3,1500,631.582,0,3203.087,-66566.3,9.287,0,-7.676,19.737,1.989,-3.86,0.439,5.52,4356.817,11161.73,939.868,479.198,60.285,426.254
-1069.0,-695.0,6930.0,-9.448,6.015,-1.416,621.4119623938217,2285.6719623938216,-144.71603760617836,-89.99,-1.67,-1.34,1500,639.903,0,3200.226,-66739.48,9.311,0,-7.544,19.4,2.058,-3.653,0.399,5.459,4282.213,10970.94,972.399,453.507,54.787,421.504
-1048.0,-703.0,6946.0,4.046,24.476,-2.711,621.4561819658999,2285.5701819659,-144.71681803410013,-89.99,-1.63,-1.38,1500,648.092,0,3198.146,-71230.1,9.937,0,-7.836,19.039,2.293,-4.027,0.447,5.664,4448.169,10766.67,1083.651,499.917,61.332,437.337
-1045.0,-718.0,6996.0,6.346,26.078,-2.246,621.4994027581602,2285.4624027581604,-144.71559724183984,-89.99,-1.59,-1.42,1500,656.137,0,3196.754,-75003.68,10.464,0,-7.953,20.062,1.888,-4.091,0.395,5.655,4514.315,11345.1,892.128,507.849,54.198,436.711
-1124.0,-729.0,6921.0,-12.103,-0.062,-2.589,621.5456247718233,2285.354624771823,-144.71837522817668,-89.99,-1.55,-1.46,1500,663.83,0,3197.384,-73387.3,10.238,0,-7.851,19.228,1.985,-4.114,0.302,5.613,4456.627,10873.53,937.896,510.75,41.499,433.397
-1069.0,-750.0,7000.0,6.71,28.17,-2.782,621.5928480081113,2285.2478480081113,-144.71815199188865,-89.99,-1.5,-1.5,1500,669.71,0,3198.795,-77950.84,10.875,0,-7.889,19.017,1.878,-4.36,0.361,5.681,4478.112,10754.03,887.481,541.236,49.55,438.663
-1085.0,-762.0,6977.0,-0.336,22.212,-3.004,621.6410724682476,2285.139072468248,-144.71892753175248,-89.99,-1.46,-1.54,1500,673.505,0,3197.937,-75483.73,10.531,0,-8.111,19.185,1.952,-4.407,0.158,5.635,4603.806,10849.26,922.406,547.038,21.666,435.128
-1155.0,-767.0,6919.0,-15.829,6.538,-3.335,621.6882981534562,2285.0272981534563,-144.7157018465438,-89.99,-1.42,-1.59,1500,675.246,0,3200.798,-73180.7,10.209,0,-7.972,19.557,1.764,-4.316,-0.072,5.537,4525.142,11059.93,833.545,535.79,-9.818,427.579
-1095.0,-790.0,7003.0,4.946,33.452,-3.201,621.7375250649632,2284.918525064963,-144.71847493503682,-89.99,-1.38,-1.63,1500,674.961,0,3201.828,-72457.58,10.108,0,-7.689,18.544,1.888,-4.479,-0.016,5.621,4364.43,10487.06,892.128,556.035,-2.226,434.06
-1133.0,-814.0,6929.0,-3.917,15.186,-2.321,621.7907532039953,2284.8137532039955,-144.7142467960047,-89.99,-1.33,-1.67,1500,672.678,0,3202.991,-68285.98,9.526,0,-7.817,19.667,1.837,-4.397,-0.077,5.49,4437.173,11122.12,868.188,545.854,-10.604,423.934
-1163.0,-820.0,6918.0,-13.979,17.437,-2.846,621.8419825717807,2284.711982571781,-144.71401742821922,-89.99,-1.29,-1.72,1500,668.427,0,3201.713,-67966.96,9.482,0,-7.712,18.528,1.876,-4.649,-0.279,5.376,4377.456,10477.79,886.214,577.169,-38.292,415.133
-1116.0,-848.0,7024.0,4.978,29.956,-3.309,621.8932131695489,2284.6142131695487,-144.71078683045113,-89.99,-1.24,-1.76,1500,662.233,0,3201.389,-68322.44,9.532,0,-7.554,19.076,1.977,-5.123,-0.48,5.285,4287.965,10787.57,933.953,635.951,-65.914,408.137
-1169.0,-864.0,6892.0,-9.374,4.989,-1.778,621.9484449985302,2284.5144449985305,-144.70955500146977,-89.99,-1.2,-1.81,1500,654.124,0,3199.749,-69625.88,9.713,0,-7.556,18.824,1.986,-4.913,-0.478,5.287,4288.811,10645.15,938.46,609.964,-65.652,408.247
-1158.0,-875.0,6899.0,-7.904,25.094,-2.79,622.0026780599568,2284.4116780599566,-144.70632194004327,-89.99,-1.16,-1.85,1500,644.121,0,3197.365,-73940.27,10.315,0,-7.307,18.574,2.001,-5.253,-0.66,5.13,4147.892,10503.58,945.36,652.053,-90.591,396.17
-1131.0,-894.0,6998.0,-3.242,28.507,-1.669,622.0569123550614,2284.3159123550613,-144.7060876449386,-89.99,-1.11,-1.89,1500,632.243,0,3198.128,-74915.57,10.451,0,-7.35,18.826,2.164,-5.425,-0.812,5.026,4171.914,10646.17,1022.532,673.482,-111.471,388.106
-1205.0,-920.0,6881.0,-15.713,-0.627,-2.499,622.1131478850784,2284.2171478850787,-144.70185211492148,-89.99,-1.07,-1.94,1500,618.51,0,3197.803,-75006.72,10.464,0,-7.09,18.853,1.934,-5.185,-1.056,4.897,4024.228,10661.5,913.815,643.647,-144.985,378.164
-1155.0,-936.0,6891.0,-1.3,30.51,-4.183,622.1733846512436,2284.122384651244,-144.7006153487564,-89.99,-1.03,-1.98,1500,602.943,0,3200.359,-74001.04,10.324,0,-7.078,18.191,2.43,-5.51,-1.02,4.959,4017.799,10287.17,1148.008,684.078,-140.01,382.914
-1154.0,-953.0,6944.0,-5.583,24.439,-2.23,622.2296226547934,2284.0276226547935,-144.69737734520655,-89.99,-0.98,-2.02,1500,585.565,0,3201.294,-70658.9,9.857,0,-6.903,18.841,2.288,-5.669,-1.26,4.683,3918.496,10654.59,1080.975,703.731,-172.935,361.594
